time,acceleration
0.0,0.048
0.01,-0.69
0.02,0.43
0.03,0.203
0.04,-1.28
0.05,0.974
0.06,0.603
0.07,-0.796
0.08,0.696
0.09,0.648
0.1,-0.655
0.11,0.285
0.12,1.643
0.13,-0.162
0.14,0.576
0.15,1.458
0.16,-0.323
0.17,0.323
0.18,1.026
0.19,-0.091
0.2,-0.272
0.21,0.617
0.22,-0.176
0.23,-0.616
0.24,1.36
0.25,0.346
0.26,-0.025
0.27,0.659
0.28,0.241
0.29,-0.035
0.3,0.442
0.31,0.519
0.32,-0.328
0.33,0.594
0.34,0.597
0.35,-0.257
0.36,0.631
0.37,0.479
0.38,-0.343
0.39,0.176
0.4,0.729
0.41,-0.573
0.42,-0.253
0.43,0.718
0.44,-0.994
0.45,-0.345
0.46,0.752
0.47,-0.633
0.48,-0.704
0.49,0.728
0.5,-0.237
0.51,-0.774
0.52,1.203
0.53,0.013
0.54,-0.721
0.55,1.05
0.56,0.832
0.57,0.136
0.58,1.065
0.59,0.769
0.6,0.002
0.61,0.949
0.62,0.931
0.63,-0.361
0.64,0.475
0.65,0.218
0.66,-0.385
0.67,0.651
0.68,0.931
0.69,0.282
0.7,0.185
0.71,1.675
0.72,0.64
0.73,0.902
0.74,1.42
0.75,0.469
0.76,0.351
0.77,0.939
0.78,0.448
0.79,-0.198
0.8,1.056
0.81,0.135
0.82,-0.889
0.83,0.796
0.84,-0.01
0.85,-0.867
0.86,0.467
0.87,0.949
0.88,-0.592
0.89,0.76
0.9,1.182
0.91,0.149
0.92,1.428
0.93,1.416
0.94,-0.116
0.95,0.793
0.96,1.433
0.97,0.779
0.98,0.554
0.99,2.239
1.0,0.726
1.01,0.724
1.02,1.466
1.03,0.195
1.04,-0.013
1.05,0.505
1.06,0.164
1.07,-0.249
1.08,0.534
1.09,0.059
1.1,-0.588
1.11,0.549
1.12,0.212
1.14,-0.088
1.15,2.087
1.16,1.551
1.17,0.71
1.18,1.234
1.19,1.544
1.2,0.448
1.21,1.135
1.22,1.146
1.23,-0.29
1.24,0.407
1.25,1.058
1.26,-0.346
1.27,-0.437
1.28,0.912
1.29,-0.628
1.3,-0.465
1.31,1.278
1.32,-0.435
1.33,-0.616
1.34,0.863
1.35,0.09
1.36,-0.396
1.37,0.994
1.38,0.325
1.39,-0.831
1.4,0.782
1.41,0.269
1.42,-0.508
1.43,0.339
1.44,-0.092
1.45,-0.594
1.46,-0.15
1.47,0.321
1.48,-0.602
1.49,-0.195
1.5,0.126
1.51,-0.554
1.52,0.102
1.53,0.45
1.54,-0.065
1.55,-0.192
1.56,0.664
1.57,0.059
1.58,-0.124
1.59,1.086
1.6,-0.208
1.61,-0.5
1.62,0.728
1.63,-0.073
1.64,-0.636
1.65,0.559
1.66,0.02
1.67,-1.371
1.68,0.553
1.69,0.212
1.7,-1.133
1.71,0.496
1.72,0.893
1.73,-0.315
1.74,0.667
1.75,1.286
1.76,-0.322
1.77,0.33
1.78,1.106
1.79,-0.441
1.8,0.328
1.81,0.856
1.82,-0.206
1.83,-0.27
1.84,0.417
1.85,-0.161
1.86,-0.514
1.87,0.493
1.88,-0.43
1.89,-0.086
1.9,0.631
1.91,0.128
1.92,-0.032
1.93,0.468
1.94,1.233
1.95,0.874
1.96,1.677
1.97,1.441
1.98,0.307
1.99,1.26
2.0,0.926
2.01,-0.101
2.02,0.525
2.03,1.006
2.04,-0.535
2.05,-0.162
2.06,1.494
2.07,-0.533
2.08,0.181
2.09,1.166
2.1,-0.46
2.11,-0.356
2.12,0.962
2.13,-0.121
2.14,-0.539
2.15,1.22
2.16,0.493
2.17,0.375
2.18,1.797
2.19,0.801
2.2,0.219
2.21,2.32
2.22,1.746
2.23,1.171
2.24,1.706
2.25,1.475
2.26,0.192
2.27,0.893
2.28,0.569
2.29,-0.023
2.3,0.309
2.31,0.573
2.32,-0.062
2.33,0.025
2.34,0.791
2.35,-0.225
2.36,0.176
2.37,0.928
2.38,-0.157
2.39,-0.031
2.4,0.775
2.41,0.021
2.42,-0.574
2.43,0.916
2.44,-0.104
