time,acceleration
0.0,1.746
0.01,1.141
0.02,1.998
0.03,0.924
0.04,1.135
0.05,1.319
0.06,0.559
0.07,1.121
0.08,0.808
0.09,0.518
0.1,0.906
0.11,0.392
0.12,0.462
0.13,0.603
0.14,0.277
0.15,0.516
0.16,0.359
0.17,2.171
0.18,2.635
0.19,1.135
0.2,2.136
0.21,1.599
0.22,1.01
0.23,1.74
0.24,0.8
0.25,0.98
0.26,1.107
0.27,0.56
0.28,0.981
0.29,0.675
0.3,0.501
0.31,0.721
0.32,0.308
0.33,0.491
0.34,0.539
0.35,1.302
0.36,1.538
0.37,0.84
0.38,1.244
0.39,0.737
0.4,0.954
0.41,0.773
0.42,0.688
0.43,0.737
0.44,0.44
0.45,0.561
0.46,0.306
0.47,0.58
0.48,0.384
0.49,0.33
0.5,0.336
0.51,0.132
0.52,2.267
0.53,2.414
0.54,1.186
0.55,2.013
0.56,1.47
0.57,0.97
0.58,1.508
0.59,0.794
0.6,0.937
0.61,1.215
0.62,0.538
0.63,0.866
0.64,0.622
0.65,0.295
0.66,0.672
0.67,0.451
0.68,0.442
0.69,1.681
0.7,0.827
0.71,1.478
0.72,1.136
0.73,0.639
0.74,1.172
0.75,1.015
0.76,0.561
0.77,0.691
0.78,0.671
0.79,0.393
0.8,0.548
0.81,0.63
0.82,0.446
0.83,0.345
0.84,0.349
0.85,0.223
0.86,1.201
0.87,1.42
0.88,1.082
0.89,1.129
0.9,0.741
0.91,0.937
0.92,0.386
0.93,0.885
0.94,0.524
0.95,0.725
0.96,0.359
0.97,0.543
0.98,0.154
0.99,0.333
1.01,0.318
1.02,0.418
1.03,0.254
1.04,0.252
1.05,0.099
1.06,1.863
1.07,1.455
1.08,2.231
1.09,1.032
1.1,1.831
1.11,0.954
1.12,1.056
1.13,1.035
1.14,0.706
1.15,1.258
1.16,0.527
1.17,0.935
1.18,0.485
1.19,0.436
1.2,0.552
1.21,0.43
1.22,0.652
1.23,0.361
1.24,0.395
1.25,0.22
1.26,0.083
1.27,2.462
1.28,1.992
1.29,2.459
1.3,1.311
1.31,2.064
1.32,0.814
1.33,1.612
1.34,0.895
1.35,1.399
1.36,0.862
1.37,0.989
1.38,0.697
1.39,0.492
1.4,0.649
1.41,0.535
1.42,0.756
1.43,1.713
1.44,1.373
1.45,1.65
1.46,1.073
1.47,1.006
1.48,1.527
1.49,0.808
1.5,0.966
1.51,0.961
1.52,0.356
1.53,0.715
1.54,0.66
1.55,0.527
1.56,0.633
1.57,0.486
1.58,0.242
1.59,2.113
1.6,1.149
1.61,1.703
1.62,2.195
1.63,1.497
1.64,0.898
1.65,0.946
1.66,1.193
1.67,1.097
1.68,0.651
1.69,0.588
1.7,0.919
1.71,0.69
1.72,0.27
1.73,0.316
1.74,0.593
1.75,0.541
1.76,1.676
1.77,1.143
1.78,1.77
1.79,0.858
1.8,1.26
1.81,1.053
1.82,0.796
1.83,1.203
1.84,0.507
1.85,0.715
1.86,0.527
1.87,0.547
1.88,0.736
1.89,0.331
1.9,0.547
1.91,0.373
1.92,0.214
1.93,0.36
1.94,1.681
1.95,2.145
1.96,1.548
1.97,0.817
1.98,0.967
1.99,1.227
2.0,1.15
2.01,0.695
2.02,0.546
2.03,0.855
2.04,0.793
2.05,0.461
2.06,0.287
2.07,0.451
2.08,0.594
2.09,0.365
2.1,0.235
2.11,0.243
2.12,0.267
2.13,0.261
2.14,0.168
2.15,0.188
2.16,0.203
2.17,0.211
2.18,0.106
2.19,0.034
2.2,0.135
2.21,0.17
2.22,0.124
2.23,0.062
2.24,0.04
2.25,0.064
2.26,0.045
2.27,0.071
2.28,0.054
2.29,0.085
2.3,0.079
2.31,0.038
2.32,-0.007
2.33,0.053
2.34,0.063
2.35,0.031
2.36,0.063
2.37,0.01
2.38,-0.0
2.39,-0.019
2.4,0.005
2.41,0.051
2.42,0.024
2.43,0.031
2.44,-0.034
2.45,-0.029
2.46,-0.028
2.47,0.011
2.48,0.026
2.49,0.005
