time,acceleration
0.0,-0.044
0.01,0.042
0.02,-0.006
0.03,0.026
0.04,0.041
0.05,0.01
0.06,0.169
0.07,-0.177
0.08,0.391
0.09,-0.386
0.1,0.199
0.11,-0.203
0.12,0.417
0.13,-0.355
0.14,0.124
0.15,-0.315
0.16,0.489
0.17,-0.401
0.18,0.291
0.19,-0.474
0.2,0.684
0.21,-0.554
0.22,0.485
0.23,-0.759
0.24,0.848
0.25,-0.664
0.26,1.266
0.27,-0.316
0.28,1.226
0.29,-0.123
0.3,0.808
0.31,-0.389
0.32,0.73
0.33,-0.133
0.34,0.47
0.35,-0.383
0.36,0.52
0.37,-0.105
0.38,0.532
0.39,-0.513
0.4,0.457
0.41,-0.324
0.42,0.556
0.43,-0.534
0.44,0.461
0.45,-0.253
0.46,0.563
0.47,0.587
0.48,1.041
0.49,0.528
0.5,0.926
0.51,0.301
0.52,0.439
0.53,0.378
0.54,0.583
0.55,0.252
0.56,0.099
0.57,0.157
0.58,0.207
0.59,0.23
0.6,0.68
0.61,0.925
0.62,0.628
0.63,0.914
0.64,0.049
0.65,0.644
0.66,0.016
0.67,0.746
0.68,-0.233
0.69,0.529
0.7,-0.125
0.71,0.715
0.72,-0.184
0.73,0.289
0.74,-0.32
0.75,0.507
0.76,-0.333
0.77,0.387
0.78,-0.388
0.79,0.733
0.8,-0.447
0.81,0.572
0.82,-0.805
0.83,0.773
0.84,-0.739
0.85,0.681
0.86,-0.812
0.87,0.811
0.88,-0.469
0.89,0.573
0.9,-0.653
0.91,0.396
0.92,-0.393
0.93,0.308
0.94,-0.489
0.95,0.336
0.96,-0.158
0.97,0.472
0.98,-0.467
0.99,0.301
1.0,-0.361
1.02,0.399
1.03,-0.548
1.04,0.289
1.05,-0.214
1.06,1.381
1.07,0.502
1.08,0.722
1.09,0.412
1.1,0.64
1.11,0.227
1.12,0.236
1.13,0.34
1.14,0.453
1.15,0.334
1.16,0.01
1.17,0.134
1.18,0.039
1.19,0.225
1.2,-0.269
1.21,0.316
1.22,-0.072
1.23,0.588
1.24,-0.356
1.25,0.41
1.26,-0.394
1.27,0.571
1.28,-0.606
1.29,0.396
1.3,-0.369
1.31,0.624
1.32,-0.337
1.33,0.299
1.34,-0.381
1.35,0.426
1.36,-0.445
1.37,0.245
1.38,-0.445
1.39,0.708
1.4,-0.39
1.41,0.572
1.42,-0.768
1.43,0.729
1.44,-0.724
1.45,0.562
1.46,-0.883
1.47,0.788
1.48,-0.448
1.49,0.6
1.5,-0.648
1.51,0.432
1.52,-0.349
1.53,0.322
1.54,-0.524
1.55,0.31
1.56,-0.104
1.57,0.387
1.58,-0.318
1.59,0.276
1.6,0.518
1.61,0.951
1.62,0.09
1.63,0.579
1.64,0.238
1.65,0.69
1.66,0.126
1.67,0.259
1.68,0.129
1.69,0.318
1.7,0.109
1.71,-0.066
1.72,0.189
1.73,0.177
1.74,0.267
1.75,-0.137
1.76,0.156
1.77,-0.035
1.78,0.261
1.79,-0.414
1.8,0.176
1.81,-0.208
1.82,0.587
1.83,-0.517
1.84,0.46
1.85,-0.519
1.86,0.685
1.87,-0.661
1.88,0.406
1.89,-0.588
1.9,0.719
1.91,-0.449
1.92,0.381
1.93,-0.443
1.94,0.507
1.95,-0.363
1.96,0.256
1.97,-0.565
1.98,0.582
1.99,-0.414
2.0,0.564
2.01,-0.699
2.02,0.738
2.03,-0.548
2.04,0.606
2.05,-0.884
2.06,0.734
2.07,-0.476
2.08,0.619
2.09,-0.618
2.1,0.442
2.11,-0.257
2.12,0.334
2.13,0.44
2.14,0.95
2.15,0.593
2.16,0.904
2.17,0.179
2.18,0.531
2.19,0.249
2.2,0.576
2.21,-0.016
2.22,0.231
2.23,0.098
2.24,0.429
2.25,0.057
2.26,-0.045
2.27,0.136
2.28,0.142
2.29,0.203
2.3,-0.219
2.31,0.087
2.32,0.01
2.33,0.27
2.34,-0.227
2.35,0.144
2.36,-0.098
2.37,0.379
2.38,-0.429
2.39,0.231
2.4,-0.37
2.41,0.611
2.42,-0.552
2.43,0.49
2.44,-0.622
2.45,0.817
2.46,-0.637
2.47,0.511
