time,acceleration
0.0,0.46
0.01,0.667
0.02,0.23
0.03,0.331
0.04,1.005
0.05,1.937
0.06,1.677
0.07,0.676
0.08,-0.378
0.09,-0.765
0.1,-0.132
0.11,0.823
0.12,1.317
0.13,1.477
0.14,0.625
0.15,-0.233
0.16,-0.574
0.17,-0.325
0.18,0.24
0.19,1.39
0.2,1.492
0.21,0.872
0.22,-0.055
0.23,-0.498
0.24,-0.132
0.25,1.162
0.26,1.333
0.27,0.896
0.28,0.387
0.29,0.147
0.3,0.17
0.31,0.189
0.32,0.238
0.33,0.422
0.34,0.561
0.35,0.473
0.36,-0.119
0.37,-0.839
0.38,-0.758
0.39,0.176
0.4,1.02
0.41,1.122
0.42,0.275
0.43,-0.688
0.44,-1.137
0.45,-0.652
0.46,0.102
0.47,1.365
0.48,1.98
0.49,1.589
0.5,0.814
0.51,-0.132
0.52,-0.529
0.53,0.052
0.54,1.019
0.55,2.187
0.56,2.166
0.57,0.762
0.58,0.078
0.59,0.436
0.6,1.114
0.61,1.408
0.62,0.949
0.63,0.798
0.64,0.442
0.65,0.68
0.66,0.387
0.67,0.363
0.68,0.676
0.69,1.14
0.7,1.079
0.71,0.386
0.72,-0.51
0.73,-0.745
0.74,-0.083
0.75,0.663
0.76,0.844
0.77,0.365
0.79,1.562
0.8,0.952
0.81,0.856
0.82,0.896
0.83,0.939
0.84,1.574
0.85,1.473
0.86,0.888
0.87,-0.067
0.88,-0.622
0.89,-0.149
0.9,0.988
0.91,1.781
0.92,1.179
0.93,-0.246
0.94,-1.173
0.95,-1.004
0.96,-0.084
0.97,0.755
0.98,0.881
0.99,0.479
1.0,0.131
1.01,-0.19
1.02,-0.599
1.03,-0.648
1.04,-0.214
1.05,0.455
1.06,0.883
1.07,0.509
1.08,-0.338
1.09,-0.757
1.1,-0.227
1.11,0.476
1.12,0.594
1.13,0.135
1.14,-0.389
1.15,-0.391
1.16,-0.076
1.17,0.068
1.18,0.12
1.19,0.381
1.2,1.195
1.21,0.828
1.22,-0.119
1.23,-0.97
1.24,-0.828
1.25,0.351
1.26,1.531
1.27,1.489
1.28,0.286
1.29,-0.87
1.3,-1.126
1.31,-0.462
1.32,0.323
1.33,0.673
1.34,0.639
1.35,0.379
1.36,-0.038
1.37,-0.631
1.38,-0.8
1.39,-0.306
1.4,0.553
1.41,0.93
1.42,0.348
1.43,-0.545
1.44,-0.894
1.45,-0.318
1.46,0.416
1.47,0.579
1.48,0.326
1.49,-0.104
1.5,-0.224
1.51,-0.24
1.52,-0.318
1.53,-0.256
1.54,0.178
1.55,0.686
1.56,0.6
1.57,-0.026
1.58,-0.739
1.59,-0.88
1.6,-0.098
1.61,0.768
1.62,0.972
1.63,0.407
1.64,-0.408
1.65,-0.793
1.66,-0.699
1.67,-0.093
1.68,0.59
1.69,0.877
1.7,0.661
1.71,-0.098
1.72,-0.959
1.73,-1.066
1.74,-0.342
1.75,0.655
