time,acceleration
0.0,-0.009
0.01,-0.461
0.02,0.389
0.03,0.624
0.04,-0.391
0.05,-0.169
0.06,0.673
0.07,1.183
0.08,0.412
0.09,1.077
0.1,0.999
0.11,0.145
0.12,0.258
0.13,0.735
0.14,0.334
0.15,0.029
0.16,0.58
0.17,0.678
0.18,-0.016
0.19,0.11
0.2,0.656
0.21,0.01
0.22,-0.501
0.23,0.363
0.24,0.472
0.25,-0.617
0.26,-0.249
0.27,0.565
0.28,-0.149
0.29,-0.509
0.3,0.428
0.31,0.472
0.32,-0.224
0.33,0.031
0.34,0.419
0.35,-0.071
0.36,-0.4
0.37,0.163
0.38,0.207
0.39,-0.472
0.4,-0.222
0.41,0.491
0.42,-0.23
0.43,-0.61
0.44,0.452
0.45,0.516
0.46,-0.394
0.47,0.023
0.48,0.691
0.49,-0.087
0.5,-0.544
0.51,0.222
0.52,0.173
0.53,-0.419
0.54,-0.076
0.55,0.286
0.56,-0.138
0.57,-0.37
0.58,0.257
0.59,0.316
0.6,-0.329
0.61,0.157
0.62,0.788
0.63,-0.149
0.64,-0.553
0.65,0.324
0.66,0.147
0.67,-0.732
0.68,-0.06
0.69,0.507
0.7,-0.273
0.71,-0.357
0.72,0.262
0.73,0.13
0.74,-0.317
0.75,0.152
0.76,0.54
0.77,-0.027
0.78,-0.329
0.79,0.315
0.8,0.018
0.81,-0.755
0.82,-0.13
0.83,0.612
0.84,-0.331
0.85,-0.54
0.86,0.548
0.87,0.255
0.88,-0.578
0.89,0.124
0.9,0.665
0.91,-0.006
0.92,-0.215
0.93,0.323
0.94,0.043
0.95,-0.579
0.96,-0.141
0.97,0.294
0.98,-0.201
1.0,-0.311
1.01,0.501
1.02,0.316
1.03,-0.571
1.04,0.106
1.05,0.753
1.06,-0.195
1.07,-0.263
1.08,0.57
1.09,0.152
1.1,-0.688
1.11,-0.213
1.12,0.191
1.13,-0.32
1.14,-0.202
1.15,0.386
1.16,0.144
1.17,-0.297
1.18,0.07
1.19,0.442
1.2,-0.201
1.21,-0.199
1.22,0.609
1.23,0.136
1.24,-0.707
1.25,-0.009
1.26,0.324
1.27,-0.595
1.28,-0.379
1.29,0.599
1.3,0.166
1.31,-0.372
1.32,0.246
1.33,0.323
1.34,-0.216
1.35,-0.121
1.36,0.465
1.37,0.107
1.38,-0.419
1.39,0.093
1.4,0.227
1.41,-0.616
1.42,-0.421
1.43,0.61
1.44,0.191
1.45,-0.512
1.46,0.354
1.47,0.686
1.48,-0.412
1.49,-0.261
1.5,1.437
1.51,0.873
1.52,0.241
1.53,0.637
1.54,0.664
1.55,-0.078
1.56,-0.041
1.57,0.584
1.58,0.298
1.59,-0.121
1.6,0.468
1.61,0.693
1.62,-0.256
1.63,-0.207
1.64,0.715
1.65,0.057
1.66,-0.598
1.67,0.291
1.68,0.41
1.69,-0.56
1.7,-0.333
1.71,0.33
1.72,0.668
1.73,0.297
1.74,0.845
1.75,0.818
1.76,0.18
1.77,0.255
1.78,0.656
1.79,0.149
1.8,-0.326
1.81,0.42
1.82,0.506
1.83,-0.539
1.84,-0.248
1.85,0.601
1.86,-0.081
1.87,-0.495
1.88,0.497
1.89,0.583
1.9,0.637
1.91,0.788
1.92,1.131
1.93,0.423
1.94,0.073
1.95,0.573
1.96,0.505
1.97,-0.135
1.98,0.009
1.99,0.578
2.0,-0.037
2.01,-0.396
2.02,0.553
2.03,0.629
2.04,-0.36
2.05,0.046
2.06,0.824
2.07,-0.078
2.08,-0.557
2.09,0.308
2.1,0.221
2.11,-0.497
2.12,-0.147
2.13,0.289
2.14,-0.11
2.15,-0.341
2.16,0.304
2.17,0.293
2.18,-0.252
2.19,0.075
2.2,0.006
2.21,0.015
