time,acceleration
0.0,-0.001
0.01,0.081
0.02,0.857
0.03,0.526
0.04,-0.987
0.05,0.805
0.06,0.758
0.07,-0.929
0.08,0.424
0.09,0.832
0.1,-0.647
0.11,1.242
0.12,1.854
0.13,0.483
0.14,1.381
0.15,1.96
0.16,0.725
0.17,0.582
0.18,1.408
0.19,0.286
0.2,-0.311
0.21,1.226
0.22,0.375
0.23,0.432
0.24,2.033
0.25,1.35
0.26,-0.368
0.27,1.109
0.28,1.049
0.29,-0.693
0.3,0.364
0.31,0.561
0.32,-0.606
0.33,0.075
0.34,0.671
0.35,-0.316
0.36,-0.089
0.37,0.685
0.38,-0.473
0.39,-0.535
0.4,0.802
0.41,-0.472
0.42,-1.122
0.43,0.949
0.44,0.166
0.45,-0.906
0.46,0.969
0.47,0.54
0.48,-0.867
0.49,0.526
0.5,0.569
0.51,-0.698
0.53,0.113
0.54,0.455
0.55,-0.394
0.56,0.264
0.57,0.916
0.58,-0.144
0.59,0.087
0.6,1.021
0.61,-0.38
0.62,-0.533
0.63,1.086
0.64,-0.52
0.65,-1.088
0.66,0.968
0.67,0.156
0.68,-0.856
0.69,0.87
0.7,0.311
0.71,-0.944
0.72,0.117
0.73,0.202
0.74,-0.982
0.75,-0.336
0.76,0.036
0.77,-0.891
0.78,-0.151
0.79,0.72
0.8,-0.556
0.81,-0.359
0.82,0.89
0.83,-0.698
0.84,-0.848
0.85,0.845
0.86,-0.598
0.87,-1.079
0.88,0.931
0.89,0.264
0.9,-0.524
0.91,0.934
0.92,1.622
0.93,0.381
0.94,1.199
0.95,1.103
0.96,-0.003
0.97,0.564
0.98,0.991
0.99,-0.029
1.0,1.402
1.01,2.26
1.02,0.458
1.03,0.616
1.04,1.815
1.05,0.047
1.06,-0.199
1.07,1.335
1.08,-0.137
1.09,-0.669
1.1,0.974
1.11,0.263
1.12,-0.446
1.13,0.67
1.14,0.301
1.15,-0.714
1.16,0.186
1.17,0.247
1.18,-1.082
1.19,-0.27
1.2,0.509
1.21,-1.027
1.22,-0.194
1.23,1.058
1.24,-0.862
1.25,-0.557
1.26,0.954
1.27,-0.665
1.28,-0.86
1.29,1.48
1.3,0.21
1.31,-0.187
1.32,1.157
1.33,0.649
1.34,0.027
1.35,0.93
1.36,0.651
1.37,-0.36
1.38,0.662
1.39,0.79
1.4,-0.714
1.41,0.37
1.42,1.108
1.43,-0.607
1.44,0.293
1.45,1.481
1.46,-0.413
1.47,-0.147
1.48,1.193
1.49,-0.273
1.5,-0.503
1.51,0.71
1.52,-0.165
1.53,-0.495
1.54,0.601
1.55,0.104
1.57,-0.614
1.58,0.457
1.59,0.19
1.6,-1.037
1.61,0.251
1.62,0.436
1.63,-1.338
1.64,-0.141
1.65,0.722
1.66,-1.156
1.67,-0.318
1.68,0.896
1.69,-0.813
