time,acceleration
0.0,-0.002
0.01,-0.411
0.02,0.512
0.03,-0.64
0.04,0.059
0.05,1.185
0.06,0.309
0.07,1.44
0.08,0.409
0.09,0.648
0.1,0.901
0.11,-0.068
0.12,0.659
0.13,0.062
0.14,-0.016
0.15,0.419
0.16,-0.25
0.17,0.295
0.18,0.084
0.19,-0.22
0.2,0.695
0.21,-0.265
0.22,0.363
0.23,0.482
0.24,-0.587
0.25,0.568
0.26,-0.457
0.27,-0.246
0.28,0.364
0.29,-0.601
0.3,0.392
0.31,-0.078
0.32,-0.178
0.33,0.462
0.34,-0.213
0.35,0.325
0.36,0.105
0.37,-0.324
0.38,0.301
0.39,-0.553
0.4,-0.078
0.41,0.209
0.42,-0.606
0.43,0.743
0.44,-0.167
0.45,-0.124
0.46,0.611
0.48,-0.561
0.49,0.496
0.5,0.015
0.51,-0.315
0.52,0.312
0.53,-0.563
0.54,0.051
0.55,0.078
0.56,-0.211
0.57,0.531
0.58,-0.095
0.59,0.163
0.6,0.295
0.61,-0.525
0.62,0.527
0.63,-0.237
0.64,-0.242
0.65,0.494
0.66,0.33
0.67,1.19
0.68,0.756
0.69,0.36
0.7,1.276
0.71,0.289
0.72,0.682
0.73,0.488
0.74,-0.15
0.75,0.527
0.76,-0.144
0.77,0.11
0.78,0.212
0.79,0.146
0.8,-0.007
0.81,-0.015
0.82,0.083
0.83,0.114
0.84,-0.376
0.85,0.601
0.86,0.091
0.87,-0.578
0.88,1.287
0.89,0.104
0.9,0.654
0.91,0.693
0.92,0.092
0.93,0.783
0.94,0.047
0.95,0.336
0.96,0.633
0.97,-0.013
0.98,0.604
0.99,0.067
1.0,-0.265
1.01,0.368
1.02,-0.604
1.03,0.333
1.04,0.228
1.05,-0.344
1.06,0.842
1.07,-0.388
1.08,0.142
1.09,0.413
1.1,-0.385
1.11,0.484
1.12,-0.172
1.13,-0.189
1.14,0.037
1.15,-0.564
1.16,0.215
1.17,0.658
1.18,0.462
1.19,1.093
1.2,0.027
1.21,0.582
1.22,0.439
1.23,-0.293
1.24,0.824
1.25,-0.309
1.26,0.866
1.27,0.962
1.28,-0.119
1.29,1.028
1.3,0.321
1.31,0.4
1.32,0.83
1.33,0.067
1.34,0.504
1.35,0.055
1.36,-0.154
1.37,0.453
1.38,-0.341
1.39,0.207
1.41,0.185
1.42,-0.508
1.43,0.649
1.44,-0.271
1.45,0.159
1.46,0.633
1.47,-0.479
1.48,0.593
1.49,-0.27
1.5,-0.348
1.51,0.354
1.52,-0.548
1.53,0.195
1.54,0.064
1.55,-0.21
1.56,0.381
1.57,-0.181
1.58,0.258
1.59,0.33
1.6,-0.413
1.61,0.539
1.62,-0.454
1.63,-0.26
1.64,0.356
1.65,-0.75
1.66,0.503
1.67,-0.063
1.68,-0.217
1.69,0.579
1.7,-0.414
1.71,0.292
1.72,0.1
1.73,-0.311
1.74,0.3
1.75,-0.382
1.76,-0.103
1.77,0.093
1.78,-0.45
1.79,0.474
1.8,-0.128
1.81,0.024
1.82,0.564
1.83,-0.073
1.84,-0.012
1.85,-0.002
