time,acceleration
0.0,0.009
0.01,-0.016
0.02,-0.009
0.03,0.018
0.04,-0.015
0.05,-0.003
0.06,-0.009
0.07,-0.008
0.08,-0.019
0.09,0.006
0.1,0.004
0.11,0.015
0.12,-0.009
0.13,0.003
0.14,0.001
0.15,-0.001
0.16,-0.003
0.17,-0.01
0.18,0.0
0.19,-0.002
0.2,-0.003
0.21,-0.01
0.22,-0.002
0.23,0.006
0.24,-0.01
0.25,0.005
0.26,-0.003
0.27,-0.002
0.28,0.004
0.29,0.007
0.3,0.001
0.31,0.001
0.32,-0.009
0.33,-0.006
0.34,-0.013
0.35,-0.009
0.36,0.017
0.37,0.016
0.38,-0.009
0.39,0.007
0.4,-0.001
0.41,-0.002
0.42,0.01
0.43,0.008
0.44,-0.005
0.45,0.003
0.46,0.003
0.47,0.013
0.48,-0.006
0.49,0.012
0.51,-0.0
0.52,0.001
0.53,0.006
0.54,0.022
0.55,0.012
0.56,0.002
0.57,0.012
0.58,0.001
0.59,-0.003
0.6,-0.012
0.61,0.009
0.62,-0.007
0.63,0.016
0.64,0.011
0.65,0.004
0.66,0.005
0.67,-0.003
0.68,0.0
0.69,-0.012
0.7,0.001
0.71,-0.012
0.72,0.008
0.73,0.002
0.74,-0.004
0.75,0.002
0.76,0.012
0.77,-0.003
0.78,0.004
0.79,-0.002
0.8,0.003
0.81,0.003
0.82,0.017
0.83,-0.0
0.84,0.012
0.85,-0.007
0.86,0.004
0.87,-0.009
0.88,-0.021
0.89,-0.0
0.9,-0.001
0.91,-0.006
0.92,-0.005
0.93,0.015
0.94,-0.003
0.95,0.006
0.96,0.011
0.97,0.013
0.98,-0.004
0.99,-0.008
1.0,0.015
1.01,0.001
1.02,-0.001
1.03,0.007
1.04,-0.003
1.05,0.005
1.06,0.0
1.07,-0.004
1.08,0.012
1.09,-0.0
1.1,0.011
1.11,-0.016
1.12,0.017
1.13,-0.003
1.14,0.004
1.15,0.013
1.16,0.009
1.17,-0.007
1.18,-0.002
1.19,-0.0
1.2,0.005
1.21,0.003
1.22,0.018
1.23,-0.007
1.24,0.008
1.25,0.013
1.26,-0.002
1.27,-0.001
1.28,-0.007
1.29,0.002
1.3,0.006
1.31,0.015
1.32,0.002
1.33,0.014
1.34,0.003
1.35,0.002
1.36,0.001
1.37,0.005
1.38,0.01
1.39,0.016
1.4,0.008
1.41,-0.005
1.42,0.005
1.43,-0.015
1.44,-0.005
1.45,0.004
1.46,0.001
1.47,-0.004
1.48,-0.002
1.5,-0.023
1.51,-0.003
1.52,0.008
1.53,0.01
1.54,0.004
1.55,0.0
1.56,-0.005
1.57,0.003
1.58,0.005
1.59,-0.025
1.6,-0.012
1.61,0.012
1.62,-0.005
1.63,-0.017
1.64,0.01
1.65,0.004
1.66,0.001
1.67,-0.002
1.68,-0.01
1.69,-0.002
1.7,-0.003
1.71,-0.001
1.72,-0.006
1.73,-0.001
1.74,-0.004
1.75,0.004
1.76,0.005
1.77,0.005
1.78,-0.006
1.79,-0.001
1.8,-0.002
