time,acceleration
0.0,-0.007
0.01,0.017
0.02,0.003
0.03,0.011
0.04,0.003
0.05,0.006
0.06,-0.027
0.07,-0.012
0.08,0.017
0.09,0.006
0.1,0.018
0.11,-0.001
0.12,0.0
0.13,0.004
0.14,-0.005
0.15,0.001
0.16,-0.006
0.17,0.025
0.18,0.015
0.19,0.017
0.2,0.014
0.21,-0.036
0.22,-0.023
0.23,-0.01
0.24,0.016
0.25,0.018
0.26,0.005
0.27,0.007
0.28,0.001
0.29,-0.003
0.3,-0.029
0.31,-0.009
0.32,0.008
0.33,0.042
0.34,-0.002
0.35,0.005
0.36,0.003
0.37,-0.036
0.38,-0.042
0.39,-0.007
0.4,0.015
0.41,0.04
0.42,0.001
0.43,-0.003
0.44,-0.026
0.45,-0.034
0.46,-0.049
0.47,-0.006
0.48,0.036
0.49,0.009
0.5,0.007
0.51,0.006
0.52,-0.004
0.53,-0.031
0.54,-0.029
0.55,-0.002
0.56,0.053
0.57,0.04
0.58,0.001
0.59,0.015
0.6,-0.011
0.61,-0.032
0.62,-0.014
0.63,0.022
0.64,0.04
0.65,0.026
0.66,0.019
0.67,0.007
0.68,-0.036
0.69,-0.051
0.7,-0.037
0.71,0.002
0.72,0.049
0.73,0.025
0.74,0.005
0.76,0.005
0.77,-0.051
0.78,-0.063
0.79,-0.041
0.8,0.012
0.81,0.051
0.82,0.008
0.83,0.019
0.84,-0.022
0.85,-0.035
0.86,-0.056
0.87,-0.037
0.88,0.004
0.89,0.048
0.9,0.018
0.91,0.011
0.92,-0.018
0.93,-0.05
0.94,-0.054
0.95,-0.013
0.96,0.039
0.97,0.041
0.98,0.011
0.99,0.024
1.0,-0.004
1.01,-0.03
1.02,-0.043
1.03,-0.003
1.04,0.058
1.05,0.044
1.06,0.007
1.07,0.017
1.08,-0.026
1.09,-0.059
1.1,-0.033
1.11,0.01
1.12,0.049
1.13,0.04
1.14,0.033
1.15,0.029
1.16,-0.019
1.17,-0.05
1.18,-0.029
1.19,0.019
1.2,0.058
1.21,0.026
1.22,0.029
1.23,0.003
1.24,-0.024
1.25,-0.072
1.26,-0.036
1.27,0.019
1.28,0.055
1.29,0.026
1.3,0.005
1.31,0.003
1.32,-0.037
1.33,-0.052
1.34,-0.025
1.35,0.011
1.36,0.03
1.37,0.019
1.38,0.007
1.39,-0.013
1.4,-0.05
1.41,-0.046
1.42,-0.032
1.43,0.015
1.44,0.026
1.45,0.024
1.46,0.003
1.47,-0.008
1.48,-0.054
1.49,-0.038
1.5,0.002
1.51,0.036
1.52,0.035
1.53,-0.008
1.54,0.04
1.55,-0.01
1.56,-0.045
1.57,-0.028
1.58,-0.006
1.59,0.041
1.6,0.018
1.61,0.018
1.62,0.016
1.63,-0.022
1.64,-0.021
1.65,-0.019
1.66,0.003
1.67,0.034
1.68,0.02
1.69,0.011
1.7,0.006
1.71,-0.02
1.72,-0.015
1.73,-0.015
1.74,0.019
1.75,0.039
1.76,0.012
1.77,0.015
1.78,-0.003
1.79,-0.022
1.8,-0.012
1.81,-0.006
1.82,0.008
1.83,0.013
1.84,0.012
1.85,0.009
1.86,-0.008
1.87,-0.018
1.88,-0.017
1.89,-0.027
1.9,0.026
1.91,0.022
1.92,-0.013
1.93,0.018
1.94,0.003
1.95,-0.023
1.96,-0.025
1.97,-0.004
1.98,0.005
1.99,0.015
2.0,0.02
2.01,-0.01
2.02,-0.003
2.03,0.004
2.04,0.01
2.05,0.004
2.06,0.007
2.07,0.016
