time,acceleration
0.0,0.011
0.01,0.011
0.02,0.021
0.03,0.034
0.04,0.03
0.05,-0.017
0.06,-0.029
0.07,-0.013
0.08,-0.04
0.09,-0.015
0.1,0.016
0.11,0.01
0.12,0.012
0.13,0.049
0.14,0.058
0.15,-0.015
0.16,-0.047
0.17,-0.028
0.18,-0.038
0.19,-0.019
0.2,-0.003
0.21,-0.0
0.22,0.023
0.23,0.055
0.24,0.029
0.25,0.014
0.26,-0.017
0.27,-0.05
0.28,-0.038
0.29,-0.005
0.3,-0.022
0.31,-0.01
0.32,0.018
0.33,0.054
0.34,0.059
0.35,-0.009
0.36,-0.083
0.37,-0.048
0.38,-0.045
0.39,-0.053
0.4,0.0
0.41,-0.005
0.42,0.019
0.43,0.059
0.44,0.091
0.45,-0.015
0.46,-0.07
0.47,-0.058
0.48,-0.086
0.49,-0.05
0.5,-0.003
0.51,0.036
0.52,0.026
0.53,0.093
0.54,0.09
0.55,0.002
0.56,-0.031
0.57,-0.062
0.58,-0.07
0.59,-0.015
0.6,0.031
0.61,0.02
0.62,0.066
0.63,0.123
0.64,0.112
0.65,0.005
0.67,-0.029
0.68,-0.064
0.69,-0.086
0.7,-0.045
0.71,0.032
0.72,0.018
0.73,0.022
0.74,0.102
0.75,0.128
0.76,0.034
0.77,-0.079
0.78,-0.062
0.79,-0.101
0.8,-0.069
0.81,0.003
0.82,0.012
0.83,0.001
0.84,0.114
0.85,0.121
0.86,-0.002
0.87,-0.069
0.88,-0.104
0.89,-0.12
0.9,-0.113
0.91,-0.064
0.92,0.001
0.93,0.037
0.94,0.107
0.95,0.084
0.96,0.039
0.97,-0.101
0.98,-0.118
0.99,-0.071
1.0,-0.076
1.01,0.0
1.02,0.024
1.03,0.058
1.04,0.128
1.05,0.138
1.06,0.064
1.07,-0.07
1.08,-0.088
1.09,-0.094
1.1,-0.057
1.11,0.04
1.12,0.036
1.13,0.055
1.14,0.14
1.15,0.133
1.16,0.085
1.17,-0.056
1.18,-0.085
1.19,-0.114
1.2,-0.078
1.21,0.002
1.22,0.027
1.23,0.055
1.24,0.105
1.25,0.179
1.26,0.05
1.27,-0.08
1.28,-0.098
1.29,-0.083
1.3,-0.087
1.31,-0.049
1.32,0.006
1.33,0.029
1.34,0.111
1.35,0.109
1.36,0.06
1.37,-0.076
1.38,-0.073
1.39,-0.108
1.4,-0.104
1.41,-0.032
1.42,0.005
1.43,0.027
1.44,0.086
1.45,0.113
1.46,0.03
1.47,-0.048
1.48,-0.104
1.49,-0.086
1.5,-0.076
1.51,-0.036
1.52,0.045
1.53,0.019
1.54,0.043
1.55,0.103
1.56,0.067
1.57,-0.021
1.58,-0.074
1.59,-0.052
1.6,-0.02
1.61,-0.029
1.62,0.03
1.63,0.045
1.64,0.09
1.65,0.107
1.66,0.078
1.67,-0.03
1.68,-0.031
1.69,-0.065
1.7,-0.07
1.71,-0.012
1.72,0.015
1.73,0.012
1.74,0.046
1.75,0.085
1.76,0.046
1.77,-0.025
1.78,-0.038
1.79,-0.05
1.8,-0.061
1.81,-0.021
1.82,-0.009
1.83,0.012
1.84,0.046
1.85,0.073
1.86,0.03
1.87,-0.018
1.88,-0.057
1.89,-0.032
1.9,-0.039
1.91,-0.021
1.92,0.001
1.93,-0.023
1.94,0.011
1.95,0.04
1.96,0.049
1.98,-0.023
1.99,-0.03
2.0,-0.017
2.01,-0.04
2.02,-0.007
2.03,-0.007
2.04,0.039
2.05,0.021
2.06,0.051
2.07,0.014
2.08,0.002
2.09,-0.028
2.1,-0.001
2.11,-0.036
2.12,0.02
2.13,0.008
2.14,0.017
2.15,0.007
