time,acceleration
0.0,0.007
0.01,-0.005
0.02,0.009
0.03,-0.005
0.04,-0.013
0.05,0.003
0.06,0.01
0.07,0.009
0.08,0.007
0.09,0.006
0.1,-0.001
0.11,-0.004
0.12,-0.006
0.13,0.01
0.14,-0.01
0.15,-0.0
0.16,-0.003
0.17,-0.015
0.18,-0.014
0.19,0.003
0.2,0.009
0.21,-0.008
0.22,0.007
0.23,-0.008
0.24,-0.015
0.25,-0.008
0.26,0.003
0.27,-0.015
0.28,0.002
0.29,0.004
0.3,-0.006
0.31,0.014
0.32,0.005
0.33,-0.003
0.34,-0.007
0.35,-0.016
0.36,-0.003
0.37,-0.0
0.38,0.013
0.39,0.001
0.4,0.001
0.41,-0.009
0.42,0.001
0.43,0.001
0.44,0.003
0.45,0.008
0.46,-0.01
0.47,-0.009
0.48,0.01
0.49,0.006
0.5,0.014
0.51,-0.017
0.52,0.004
0.53,-0.007
0.54,-0.003
0.55,0.011
0.56,-0.003
0.57,0.017
0.58,0.015
0.59,-0.012
0.6,-0.002
0.61,0.004
0.62,0.017
0.63,-0.003
0.64,0.004
0.65,-0.001
0.66,-0.006
0.67,0.015
0.68,0.003
0.69,0.006
0.71,0.005
0.72,0.005
0.73,0.017
0.74,0.002
0.75,0.011
0.76,0.016
0.77,0.011
0.78,-0.006
0.79,0.009
0.8,-0.003
0.81,0.015
0.82,0.016
0.83,0.007
0.84,0.018
0.85,0.017
0.86,0.015
0.87,0.009
0.88,-0.0
0.89,-0.009
0.9,0.006
0.91,0.004
0.92,0.01
0.93,0.002
0.94,0.01
0.95,0.02
0.96,0.01
0.97,0.003
0.98,0.004
0.99,-0.009
1.0,0.001
1.01,0.0
1.02,0.007
1.03,0.005
1.04,-0.002
1.05,0.002
1.06,0.0
1.07,0.01
1.08,0.001
1.09,0.016
1.1,0.009
1.11,0.001
1.12,-0.009
1.13,0.011
1.14,0.023
1.15,0.028
1.16,0.019
1.17,0.005
1.18,0.01
1.19,-0.012
1.2,0.007
1.21,-0.01
1.22,-0.005
1.23,0.006
1.24,0.0
1.25,0.014
1.26,0.001
1.27,-0.012
1.28,0.011
1.29,0.008
1.3,0.006
1.31,0.004
1.32,-0.002
1.33,0.02
1.34,0.016
1.35,0.001
1.36,0.01
1.37,0.001
1.38,-0.008
1.39,0.001
1.4,-0.006
1.41,0.007
1.42,0.004
1.43,-0.008
1.44,-0.006
1.45,0.009
1.46,0.007
1.47,-0.008
1.48,-0.004
1.49,0.003
1.5,-0.007
1.51,0.001
1.52,0.006
1.53,-0.002
1.54,0.009
1.55,0.001
1.56,0.006
1.57,-0.0
1.58,-0.004
1.59,0.012
1.6,-0.008
1.61,0.024
1.62,0.009
1.63,0.011
1.64,0.005
1.65,-0.009
1.66,0.001
1.67,-0.003
1.68,-0.004
1.69,-0.004
1.7,0.009
1.71,-0.013
1.72,-0.002
1.73,0.009
1.74,0.003
1.75,-0.007
1.76,0.006
1.77,-0.005
1.78,0.002
1.79,-0.01
1.8,0.005
1.81,-0.018
1.82,0.002
1.83,-0.005
1.84,0.004
1.85,-0.021
1.86,-0.007
1.87,0.0
1.88,-0.012
1.89,0.012
