time,acceleration
0.0,-0.008
0.01,0.026
0.02,0.013
0.03,0.005
0.04,0.0
0.05,-0.012
0.06,-0.031
0.07,0.006
0.08,0.035
0.09,0.008
0.1,0.027
0.11,0.004
0.12,-0.014
0.13,-0.022
0.14,-0.013
0.15,0.025
0.16,0.018
0.17,0.025
0.18,0.001
0.19,-0.017
0.2,-0.044
0.21,-0.016
0.22,0.027
0.23,0.026
0.24,0.016
0.25,0.017
0.26,-0.018
0.27,-0.048
0.28,-0.047
0.29,0.034
0.3,0.038
0.31,0.008
0.32,-0.003
0.33,-0.034
0.34,-0.052
0.35,-0.047
0.36,0.043
0.37,0.06
0.38,0.026
0.39,0.017
0.4,-0.019
0.41,-0.07
0.42,-0.055
0.43,0.053
0.44,0.046
0.45,0.04
0.46,0.019
0.47,-0.03
0.48,-0.046
0.49,-0.048
0.5,0.034
0.51,0.081
0.52,0.011
0.53,0.032
0.54,-0.013
0.55,-0.054
0.56,-0.048
0.57,0.029
0.58,0.082
0.59,0.048
0.6,0.025
0.61,-0.022
0.62,-0.05
0.63,-0.042
0.64,0.05
0.65,0.082
0.66,0.047
0.67,0.03
0.68,-0.033
0.7,-0.037
0.71,-0.069
0.72,-0.003
0.73,0.068
0.74,0.03
0.75,0.008
0.76,-0.026
0.77,-0.08
0.78,-0.078
0.79,-0.004
0.8,0.065
0.81,0.042
0.82,0.01
0.83,-0.019
0.84,-0.055
0.85,-0.069
0.86,-0.035
0.87,0.056
0.88,0.045
0.89,0.035
0.9,-0.031
0.91,-0.063
0.92,-0.059
0.93,-0.034
0.94,0.072
0.95,0.045
0.96,0.041
0.97,0.012
0.98,-0.028
0.99,-0.075
1.0,-0.019
1.01,0.074
1.02,0.059
1.03,0.054
1.04,0.021
1.05,-0.028
1.06,-0.057
1.07,-0.033
1.08,0.055
1.09,0.033
1.1,0.016
1.11,0.014
1.12,-0.019
1.13,-0.039
1.14,-0.049
1.15,0.041
1.16,0.038
1.17,0.028
1.18,0.008
1.19,-0.016
1.2,-0.068
1.21,-0.047
1.22,0.024
1.23,0.04
1.24,0.015
1.25,0.004
1.26,-0.036
1.27,-0.038
1.28,-0.036
1.29,0.014
1.3,0.03
1.31,0.017
1.32,0.008
1.33,-0.034
1.34,-0.04
1.35,-0.055
1.36,0.003
1.37,0.048
1.38,0.023
1.39,0.019
1.4,-0.015
1.41,-0.033
1.42,-0.026
1.43,0.002
1.44,0.027
1.45,0.033
1.46,0.002
1.47,-0.006
1.48,-0.017
1.49,-0.014
1.5,-0.001
1.51,0.057
1.52,0.031
1.53,0.014
1.54,0.004
1.55,-0.019
1.56,-0.017
1.57,-0.017
1.58,0.027
1.59,0.004
1.6,0.006
1.61,-0.005
1.62,-0.022
1.63,-0.024
1.64,-0.006
