time,acceleration
0.0,0.001
0.01,0.021
0.02,0.016
0.03,0.005
0.04,-0.002
0.05,-0.014
0.06,0.005
0.07,0.005
0.08,0.017
0.09,-0.003
0.1,-0.008
0.11,-0.004
0.12,-0.011
0.13,0.005
0.14,-0.017
0.15,0.002
0.16,-0.018
0.17,-0.001
0.18,0.023
0.19,0.011
0.2,-0.005
0.21,-0.017
0.22,-0.018
0.23,0.006
0.24,0.004
0.25,0.027
0.26,-0.003
0.27,-0.009
0.28,-0.01
0.29,0.012
0.3,0.029
0.31,-0.002
0.32,-0.008
0.33,0.003
0.34,-0.007
0.35,0.008
0.36,0.022
0.37,-0.002
0.38,-0.01
0.39,-0.014
0.4,-0.007
0.41,0.015
0.42,0.022
0.43,-0.013
0.44,0.004
0.45,-0.024
0.46,0.009
0.47,0.021
0.48,0.009
0.49,-0.005
0.5,-0.015
0.51,-0.011
0.52,0.014
0.53,0.023
0.54,-0.009
0.55,-0.018
0.56,-0.018
0.57,-0.009
0.58,0.021
0.59,0.024
0.6,-0.016
0.61,-0.011
0.62,-0.027
0.63,0.002
0.64,0.036
0.66,0.023
0.67,-0.017
0.68,-0.02
0.69,-0.019
0.7,0.002
0.71,0.045
0.72,0.009
0.73,-0.015
0.74,-0.026
0.75,-0.008
0.76,0.009
0.77,0.033
0.78,-0.032
0.79,-0.013
0.8,-0.022
0.81,-0.004
0.82,0.019
0.83,0.023
0.84,-0.005
0.85,-0.028
0.86,-0.03
0.87,0.005
0.88,0.046
0.89,0.011
0.9,-0.004
0.91,-0.016
0.92,-0.005
0.93,0.006
0.94,0.053
0.95,-0.006
0.96,-0.014
0.97,-0.019
0.98,-0.004
0.99,0.021
1.0,0.036
1.01,-0.016
1.02,-0.022
1.03,-0.015
1.04,-0.0
1.05,0.024
1.06,0.016
1.07,-0.019
1.08,-0.032
1.09,-0.023
1.1,-0.01
1.11,0.039
1.12,-0.001
1.13,-0.029
1.14,-0.021
1.15,-0.009
1.16,0.021
1.17,0.048
1.18,-0.004
1.19,-0.004
1.2,-0.028
1.21,-0.014
1.22,0.026
1.23,0.048
1.24,-0.022
1.25,-0.019
1.26,-0.007
1.27,0.006
1.28,0.041
1.29,0.013
1.3,-0.017
1.31,-0.019
1.32,-0.026
1.33,0.01
1.34,0.043
1.35,-0.012
1.36,-0.025
1.37,-0.031
1.38,-0.014
1.39,0.013
1.4,0.019
1.41,-0.001
1.42,-0.004
1.43,-0.017
1.44,-0.008
1.45,0.02
1.46,0.004
1.47,-0.017
1.48,-0.006
1.49,-0.012
1.5,-0.005
1.51,0.037
1.52,0.019
1.53,-0.008
1.54,-0.024
1.55,-0.026
1.56,0.01
1.57,0.028
1.58,0.006
1.59,-0.019
1.6,-0.023
1.61,-0.007
1.62,0.01
1.63,0.007
1.64,-0.009
1.65,-0.01
1.66,-0.018
1.67,0.007
1.68,0.02
1.69,-0.002
1.7,-0.019
1.71,-0.017
1.72,-0.008
1.73,0.008
1.74,0.019
1.75,-0.013
1.76,-0.022
1.77,-0.028
1.78,-0.008
1.79,0.0
1.8,0.032
1.81,-0.011
1.82,0.002
1.83,-0.017
1.84,-0.001
1.85,0.02
1.86,0.017
1.87,-0.004
1.88,-0.023
1.89,0.001
1.9,0.008
1.91,0.026
1.92,0.001
1.93,-0.006
1.94,-0.009
1.96,0.003
1.97,-0.001
1.98,0.006
1.99,0.008
2.0,-0.016
2.01,-0.003
2.02,0.002
2.03,0.008
2.04,0.005
2.05,0.009
2.06,-0.007
2.07,0.011
2.08,-0.002
2.09,0.019
2.1,-0.003
2.11,-0.001
2.12,-0.018
2.13,0.015
