time,acceleration
0.0,0.009
0.01,0.001
0.02,-0.009
0.03,0.01
0.04,-0.001
0.05,-0.005
0.06,0.003
0.07,0.02
0.08,0.002
0.09,-0.002
0.1,0.002
0.11,-0.004
0.12,-0.009
0.13,-0.01
0.14,0.009
0.15,-0.016
0.16,-0.003
0.17,-0.006
0.18,0.016
0.19,0.006
0.2,0.003
0.21,0.006
0.22,-0.012
0.23,-0.007
0.24,-0.003
0.25,0.009
0.26,0.006
0.27,0.002
0.28,0.006
0.29,-0.005
0.3,0.001
0.31,0.004
0.32,-0.007
0.33,0.009
0.34,-0.005
0.35,-0.007
0.36,0.007
0.37,0.0
0.38,-0.004
0.39,-0.017
0.4,0.009
0.41,0.001
0.42,-0.008
0.43,0.008
0.44,-0.004
0.45,0.017
0.46,-0.002
0.47,-0.001
0.48,0.013
0.49,0.001
0.5,-0.011
0.51,0.004
0.52,0.01
0.53,-0.003
0.54,0.001
0.55,-0.008
0.56,-0.001
0.57,-0.002
0.58,-0.006
0.59,0.006
0.6,0.012
0.61,0.008
0.62,0.007
0.63,0.012
0.64,0.007
0.65,-0.005
0.67,0.007
0.68,0.011
0.69,0.0
0.7,0.003
0.71,-0.005
0.72,0.01
0.73,-0.001
0.74,0.012
0.75,-0.003
0.76,0.008
0.77,-0.0
0.78,0.013
0.79,-0.005
0.8,0.011
0.81,0.005
0.82,-0.002
0.83,0.006
0.84,0.008
0.85,-0.006
0.86,0.002
0.87,-0.008
0.88,0.004
0.89,0.017
0.9,-0.005
0.91,0.004
0.92,-0.003
0.93,-0.005
0.94,0.002
0.95,-0.005
0.96,0.007
0.97,0.009
0.98,0.009
0.99,0.008
1.0,0.006
1.01,-0.005
1.02,-0.005
1.03,-0.008
1.04,0.008
1.05,-0.0
1.06,0.015
1.07,-0.003
1.08,0.001
1.09,0.008
1.1,0.002
1.11,-0.008
1.12,0.01
1.13,0.003
1.14,0.016
1.15,0.003
1.16,-0.002
1.17,0.017
1.18,0.002
1.19,-0.006
1.2,0.01
1.21,0.013
1.22,0.012
1.23,-0.003
1.24,0.015
1.25,0.01
1.26,-0.009
1.27,0.003
1.28,-0.01
1.29,-0.008
1.3,0.006
1.31,0.014
1.32,0.007
1.33,0.001
1.34,0.004
1.35,-0.001
1.36,0.001
1.37,0.029
1.38,0.006
1.39,0.0
1.4,0.004
1.41,0.003
1.42,0.01
1.43,-0.002
1.44,-0.007
1.45,0.011
1.46,0.011
1.47,0.008
1.48,-0.004
1.49,0.013
1.5,0.005
1.51,-0.002
1.52,-0.002
1.53,-0.01
1.54,0.012
1.55,-0.003
1.56,0.0
1.57,0.002
1.58,0.001
1.59,0.009
1.6,0.002
1.61,0.004
1.62,-0.009
1.63,-0.004
1.64,0.007
1.65,-0.008
1.66,-0.002
1.67,-0.009
1.68,0.001
1.69,-0.001
1.7,0.01
1.71,-0.006
1.72,0.001
1.73,-0.004
1.74,-0.019
1.75,0.004
1.76,-0.009
1.77,-0.011
1.78,0.005
1.79,0.01
1.8,-0.001
1.81,0.003
1.82,-0.004
1.83,-0.009
1.84,-0.007
1.85,0.006
1.86,0.004
1.87,-0.003
1.88,-0.002
1.89,0.007
1.9,0.006
1.91,-0.004
1.92,0.011
1.93,0.004
1.94,-0.006
1.95,0.004
1.96,0.004
1.97,0.019
1.99,0.014
2.0,-0.007
2.01,0.006
2.02,0.0
2.03,-0.001
2.04,0.011
2.05,-0.001
2.06,0.004
2.07,0.005
2.08,-0.002
2.09,-0.01
2.1,-0.009
2.11,-0.002
2.12,-0.003
2.13,-0.008
2.14,-0.002
2.15,-0.001
2.16,-0.014
2.17,-0.005
2.18,-0.008
2.19,0.007
2.2,-0.006
