time,acceleration
0.0,-0.0
0.01,-0.004
0.02,-0.002
0.03,0.009
0.04,-0.011
0.05,0.007
0.06,-0.012
0.07,0.002
0.08,-0.005
0.09,0.013
0.1,0.001
0.11,0.004
0.12,0.0
0.13,0.002
0.14,0.003
0.15,-0.008
0.16,-0.011
0.17,-0.006
0.18,0.001
0.19,-0.002
0.2,-0.007
0.21,-0.0
0.22,-0.01
0.23,0.007
0.24,-0.005
0.25,0.006
0.26,-0.006
0.27,-0.007
0.28,-0.018
0.29,0.005
0.3,0.007
0.31,-0.003
0.32,0.008
0.33,0.005
0.34,0.0
0.35,0.001
0.36,0.016
0.37,0.009
0.38,0.011
0.39,0.014
0.4,0.007
0.41,-0.01
0.42,-0.0
0.43,-0.0
0.44,0.006
0.45,0.016
0.46,0.001
0.47,0.004
0.48,0.003
0.49,-0.012
0.5,-0.002
0.51,0.003
0.52,-0.005
0.53,0.01
0.54,-0.008
0.55,-0.008
0.56,0.012
0.57,0.008
0.58,0.006
0.59,0.002
0.6,0.009
0.61,0.006
0.62,0.003
0.63,0.009
0.64,-0.002
0.65,0.006
0.66,0.007
0.67,0.001
0.68,0.002
0.69,0.013
0.7,0.007
0.71,-0.005
0.72,0.01
0.73,0.012
0.74,0.005
0.75,-0.005
0.76,0.002
0.77,0.006
0.78,0.023
0.79,0.0
0.8,0.006
0.81,0.0
0.82,0.006
0.83,-0.008
0.84,0.002
0.85,0.001
0.86,0.017
0.87,-0.005
0.88,-0.012
0.9,-0.003
0.91,-0.009
0.92,0.009
0.93,0.008
0.94,-0.002
0.95,0.001
0.96,0.003
0.97,0.004
0.98,0.015
0.99,-0.005
1.0,-0.001
1.01,0.006
1.02,0.001
1.03,0.026
1.04,0.015
1.05,-0.001
1.06,0.009
1.07,-0.001
1.08,0.011
1.09,0.019
1.1,0.007
1.11,-0.005
1.12,-0.0
1.13,-0.005
1.14,0.003
1.15,0.011
1.16,0.005
1.17,0.011
1.18,-0.013
1.19,0.01
1.2,-0.002
1.21,0.006
1.22,-0.006
1.23,0.007
1.24,-0.007
1.25,0.003
1.26,0.004
1.27,-0.0
1.28,0.004
1.29,-0.007
1.3,0.013
1.31,0.013
1.32,-0.006
1.33,-0.002
1.34,0.007
1.35,-0.008
1.36,-0.006
1.37,-0.004
1.38,0.001
1.39,0.001
1.4,0.009
1.41,0.002
1.42,0.003
1.43,0.008
1.44,-0.006
1.45,0.002
1.46,-0.012
1.47,0.01
1.48,-0.012
1.49,-0.002
1.5,-0.005
1.51,0.016
1.52,0.002
1.53,0.007
1.54,-0.01
1.55,0.01
1.56,0.006
1.57,-0.009
1.58,-0.0
1.59,0.014
1.6,-0.008
1.61,0.001
1.62,0.016
1.63,0.005
1.64,0.008
1.65,0.019
1.66,-0.005
1.67,0.003
1.68,0.002
1.69,-0.006
1.7,-0.014
1.71,0.004
1.72,-0.0
1.73,0.009
1.74,0.012
1.75,0.014
1.76,0.002
1.77,0.013
1.78,0.01
1.79,-0.016
1.8,0.0
1.81,-0.0
1.82,0.02
1.83,-0.0
1.84,-0.004
1.85,0.008
1.86,0.001
1.87,-0.015
1.88,-0.001
1.89,0.012
1.9,-0.004
1.91,-0.009
1.92,-0.007
1.93,-0.006
1.94,0.006
1.95,0.006
1.96,-0.001
1.97,0.004
1.98,0.006
1.99,0.001
2.0,-0.013
2.01,-0.011
2.02,0.002
2.03,-0.003
2.04,0.014
2.05,-0.007
2.06,-0.005
2.07,0.01
2.08,-0.002
2.09,-0.008
2.1,0.005
2.11,0.002
2.12,-0.004
2.13,-0.016
2.14,-0.009
2.15,0.01
2.16,-0.006
2.17,-0.004
2.18,-0.004
2.19,-0.002
2.2,0.007
2.21,-0.005
2.22,0.01
2.23,0.009
2.24,-0.008
2.25,-0.009
2.26,-0.016
2.27,0.001
2.28,0.005
2.29,0.004
2.3,-0.005
2.31,-0.0
2.32,-0.003
2.33,-0.001
2.34,-0.011
2.35,0.002
2.36,-0.007
2.37,0.003
2.38,-0.001
2.39,-0.011
2.4,0.005
2.41,-0.0
2.42,-0.013
2.43,0.001
2.44,-0.005
2.45,-0.002
