time,acceleration
0.0,-0.001
0.01,-0.018
0.02,0.004
0.03,0.008
0.04,0.014
0.05,0.023
0.06,-0.025
0.07,0.006
0.08,0.003
0.09,-0.012
0.1,-0.032
0.11,-0.031
0.12,-0.012
0.13,0.022
0.14,0.007
0.15,0.017
0.16,0.013
0.17,0.031
0.18,0.007
0.19,-0.007
0.2,-0.012
0.21,-0.023
0.22,-0.041
0.23,-0.014
0.24,-0.012
0.25,-0.01
0.26,0.032
0.27,0.026
0.28,0.001
0.29,0.022
0.3,0.024
0.31,0.011
0.32,-0.018
0.33,-0.032
0.34,-0.007
0.35,-0.072
0.36,-0.04
0.37,0.019
0.38,0.026
0.39,0.037
0.4,0.027
0.41,0.047
0.42,0.031
0.43,0.001
0.44,-0.003
0.45,-0.018
0.46,-0.078
0.47,-0.034
0.48,-0.038
0.49,0.007
0.5,0.007
0.51,0.067
0.52,0.045
0.53,0.048
0.54,0.029
0.55,0.004
0.56,-0.007
0.57,-0.027
0.58,-0.028
0.59,-0.064
0.6,-0.066
0.61,-0.03
0.62,-0.001
0.63,0.052
0.64,0.037
0.65,0.017
0.67,0.029
0.68,0.031
0.69,0.017
0.7,-0.002
0.71,-0.052
0.72,-0.03
0.73,-0.067
0.74,-0.04
0.75,-0.02
0.76,0.031
0.77,0.027
0.78,0.044
0.79,0.064
0.8,0.016
0.81,0.033
0.82,0.007
0.83,-0.014
0.84,-0.033
0.85,-0.08
0.86,-0.062
0.87,-0.025
0.88,-0.003
0.89,0.069
0.9,0.065
0.91,0.056
0.92,0.05
0.93,0.046
0.94,0.0
0.95,0.009
0.96,-0.032
0.97,-0.067
0.98,-0.064
0.99,-0.072
1.0,0.005
1.01,0.048
1.02,0.04
1.03,0.06
1.04,0.03
1.05,0.048
1.06,0.025
1.07,0.019
1.08,-0.016
1.09,-0.043
1.1,-0.06
1.11,-0.06
1.12,-0.021
1.13,0.047
1.14,0.089
1.15,0.057
1.16,0.063
1.17,0.038
1.18,0.066
1.19,0.032
1.2,-0.018
1.21,-0.033
1.22,-0.081
1.23,-0.076
1.24,-0.031
1.25,0.023
1.26,0.049
1.27,0.061
1.28,0.056
1.29,0.058
1.3,0.055
1.31,0.013
1.32,-0.019
1.33,-0.029
1.34,-0.053
1.35,-0.083
1.36,-0.075
1.37,-0.024
1.38,0.031
1.39,0.069
1.4,0.062
1.41,0.053
1.42,0.041
1.43,0.0
1.44,-0.007
1.45,-0.004
1.46,-0.067
1.47,-0.076
1.48,-0.068
1.49,-0.055
1.5,0.022
1.51,0.061
1.52,0.026
1.53,0.043
1.54,0.034
1.55,0.022
1.56,0.002
1.57,-0.017
1.58,-0.015
1.59,-0.064
1.6,-0.088
1.61,-0.048
1.62,-0.003
1.63,0.014
1.64,0.037
1.65,0.057
1.66,0.02
1.67,0.021
1.68,0.017
1.69,0.012
1.7,0.012
1.71,-0.026
1.72,-0.038
1.73,-0.051
1.74,-0.022
1.75,0.038
1.76,0.008
1.77,0.035
1.78,0.047
1.79,0.017
1.8,0.025
1.81,0.016
1.82,0.008
1.83,-0.007
1.84,-0.035
1.85,-0.022
1.86,-0.017
1.87,-0.005
1.88,0.023
1.89,0.031
1.9,0.016
1.91,0.023
1.92,0.003
1.93,0.002
1.94,-0.003
1.95,-0.019
1.96,-0.041
1.97,-0.064
1.99,-0.026
2.0,0.003
2.01,0.013
2.02,0.047
2.03,0.018
2.04,0.014
2.05,0.022
2.06,0.003
2.07,0.008
2.08,-0.025
2.09,-0.004
2.1,-0.06
2.11,-0.027
2.12,-0.041
2.13,0.007
2.14,0.016
2.15,-0.004
2.16,-0.011
2.17,-0.009
2.18,-0.019
2.19,0.014
2.2,-0.025
2.21,0.0
2.22,-0.023
2.23,-0.015
2.24,-0.038
2.25,0.002
2.26,0.001
2.27,0.008
