time,acceleration
0.0,0.009
0.01,0.005
0.02,-0.005
0.03,-0.0
0.04,-0.006
0.05,0.008
0.06,0.013
0.07,0.002
0.08,-0.023
0.09,-0.007
0.1,0.013
0.11,0.006
0.12,0.025
0.13,0.017
0.14,0.009
0.15,-0.008
0.16,-0.016
0.17,-0.019
0.18,-0.01
0.19,0.001
0.2,0.011
0.21,0.021
0.22,-0.0
0.23,0.02
0.24,0.002
0.25,-0.008
0.26,-0.031
0.27,-0.0
0.28,-0.012
0.29,0.014
0.3,0.024
0.31,0.01
0.32,0.007
0.33,0.008
0.34,0.015
0.35,-0.036
0.36,-0.04
0.37,-0.041
0.38,-0.007
0.39,0.018
0.4,0.045
0.41,0.001
0.42,0.017
0.43,0.012
0.44,-0.008
0.45,-0.043
0.46,-0.024
0.47,-0.023
0.48,0.008
0.49,0.042
0.5,0.024
0.51,0.025
0.52,0.01
0.53,0.009
0.54,-0.018
0.55,-0.05
0.56,-0.042
0.57,-0.028
0.58,0.028
0.59,0.052
0.6,0.027
0.61,0.035
0.62,0.014
0.63,-0.009
0.64,-0.033
0.65,-0.056
0.66,-0.008
0.67,0.002
0.68,0.055
0.69,0.06
0.7,0.036
0.71,0.032
0.72,0.018
0.73,-0.013
0.74,-0.029
0.75,-0.059
0.76,-0.019
0.77,0.02
0.78,0.041
0.79,0.027
0.8,0.001
0.81,0.047
0.82,-0.01
0.83,-0.04
0.84,-0.056
0.85,-0.077
0.86,-0.02
0.87,0.025
0.89,0.047
0.9,0.02
0.91,0.038
0.92,0.041
0.93,-0.01
0.94,-0.06
0.95,-0.08
0.96,-0.068
0.97,-0.0
0.98,0.067
0.99,0.061
1.0,0.024
1.01,0.037
1.02,0.012
1.03,-0.027
1.04,-0.058
1.05,-0.071
1.06,-0.042
1.07,0.047
1.08,0.056
1.09,0.034
1.1,0.053
1.11,0.059
1.12,-0.003
1.13,-0.061
1.14,-0.072
1.15,-0.036
1.16,-0.014
1.17,0.065
1.18,0.061
1.19,0.041
1.2,0.054
1.21,0.033
1.22,-0.024
1.23,-0.065
1.24,-0.07
1.25,-0.047
1.26,0.021
1.27,0.052
1.28,0.04
1.29,0.032
1.3,0.04
1.31,-0.013
1.32,-0.04
1.33,-0.091
1.34,-0.081
1.35,-0.036
1.36,0.031
1.37,0.05
1.38,0.04
1.39,0.032
1.4,0.046
1.41,-0.023
1.42,-0.078
1.43,-0.067
1.44,-0.05
1.45,-0.004
1.46,0.031
1.47,0.061
1.48,0.011
1.49,0.038
1.5,0.009
1.51,-0.035
1.52,-0.072
1.53,-0.062
1.54,-0.028
1.55,0.024
1.56,0.057
1.57,0.028
1.58,0.046
1.59,0.041
1.6,0.025
1.61,-0.046
1.62,-0.045
1.63,-0.036
1.64,-0.007
1.65,0.038
1.66,0.072
1.67,0.037
1.68,0.044
1.69,0.035
1.7,-0.009
1.71,-0.03
1.72,-0.047
1.73,-0.039
1.74,0.024
1.75,0.043
1.76,0.03
1.77,0.018
1.78,0.039
1.79,-0.004
1.8,-0.012
1.81,-0.043
1.82,-0.041
1.83,-0.009
1.84,0.022
1.85,0.038
1.86,0.007
1.87,0.003
1.88,0.012
1.89,-0.009
1.9,-0.029
1.91,-0.064
1.92,-0.041
1.93,0.003
1.94,0.022
1.95,0.034
1.96,0.033
1.97,0.038
1.98,0.017
1.99,-0.021
2.0,-0.04
2.01,-0.024
2.02,-0.031
2.03,0.007
2.04,0.032
2.05,0.01
2.06,0.012
2.07,0.015
2.08,0.017
2.09,-0.026
2.1,0.001
2.11,-0.014
2.12,0.008
2.13,0.004
2.14,0.037
2.15,0.018
2.16,0.007
2.17,-0.002
2.18,-0.003
2.19,-0.033
2.2,-0.02
2.21,0.0
2.22,-0.005
2.23,0.019
2.24,0.003
2.25,0.032
2.26,0.016
2.27,0.004
2.28,-0.016
2.29,-0.018
2.3,-0.023
2.31,0.002
2.32,-0.0
2.33,0.006
2.34,-0.005
2.35,-0.007
2.36,0.011
2.37,-0.013
2.38,0.005
2.39,-0.015
2.4,-0.023
2.41,-0.025
2.42,-0.008
