time,acceleration
0.0,0.006
0.01,-0.007
0.02,0.012
0.03,0.008
0.04,0.001
0.05,-0.036
0.06,0.006
0.07,0.003
0.08,0.006
0.09,0.01
0.1,0.009
0.11,-0.019
0.12,-0.018
0.13,0.006
0.14,-0.005
0.15,0.028
0.16,0.012
0.17,-0.001
0.18,-0.012
0.19,-0.016
0.2,-0.032
0.21,-0.004
0.22,0.034
0.23,0.009
0.24,0.012
0.25,-0.004
0.26,-0.021
0.27,-0.017
0.28,0.018
0.29,0.005
0.3,0.017
0.31,-0.002
0.32,-0.021
0.33,-0.031
0.34,-0.024
0.35,0.009
0.36,0.001
0.37,0.016
0.38,0.009
0.39,0.012
0.4,-0.048
0.41,0.004
0.42,-0.003
0.43,0.026
0.44,0.03
0.45,0.038
0.46,0.008
0.47,-0.035
0.48,-0.005
0.49,0.005
0.5,0.034
0.51,0.021
0.52,0.037
0.53,-0.015
0.54,-0.045
0.56,-0.006
0.57,0.003
0.58,0.023
0.59,0.019
0.6,0.04
0.61,-0.019
0.62,-0.05
0.63,-0.024
0.64,-0.005
0.65,0.006
0.66,0.04
0.67,0.031
0.68,-0.012
0.69,-0.066
0.7,-0.033
0.71,-0.022
0.72,0.024
0.73,0.021
0.74,0.017
0.75,-0.003
0.76,-0.068
0.77,-0.032
0.78,-0.013
0.79,0.044
0.8,0.035
0.81,0.034
0.82,-0.003
0.83,-0.07
0.84,-0.038
0.85,-0.002
0.86,0.035
0.87,0.027
0.88,0.038
0.89,-0.005
0.9,-0.062
0.91,-0.024
0.92,-0.002
0.93,0.023
0.94,0.045
0.95,0.04
0.96,-0.001
0.97,-0.043
0.98,-0.017
0.99,-0.017
1.0,0.028
1.01,0.062
1.02,0.049
1.03,0.012
1.04,-0.08
1.05,-0.03
1.06,0.009
1.07,0.027
1.08,0.024
1.09,0.04
1.1,-0.001
1.11,-0.051
1.12,-0.026
1.13,-0.01
1.14,0.03
1.15,0.041
1.16,0.05
1.17,-0.018
1.18,-0.073
1.19,-0.046
1.2,-0.013
1.21,0.014
1.22,0.04
1.23,0.04
1.24,-0.001
1.25,-0.061
1.26,-0.036
1.27,-0.019
1.28,0.005
1.29,-0.006
1.3,0.047
1.31,0.007
1.32,-0.075
1.33,-0.026
1.34,-0.001
1.35,0.01
1.36,0.046
1.37,0.053
1.38,0.001
1.39,-0.063
1.4,-0.038
1.41,-0.011
1.42,0.014
1.43,0.045
1.44,0.058
1.45,0.006
1.46,-0.057
1.47,-0.029
1.48,-0.0
1.49,0.029
1.5,0.024
1.51,0.028
1.52,0.007
1.53,-0.049
1.54,-0.027
1.55,-0.015
1.56,0.015
1.57,0.014
1.58,0.028
1.59,0.016
1.6,-0.027
1.61,-0.022
1.62,0.004
1.63,-0.001
1.64,0.031
1.66,0.034
1.67,-0.009
1.68,-0.032
1.69,-0.003
1.7,-0.005
1.71,-0.012
1.72,0.005
1.73,0.017
1.74,0.01
1.75,-0.034
1.76,-0.035
1.77,-0.003
1.78,0.019
1.79,0.007
1.8,0.036
1.81,0.018
1.82,-0.032
1.83,-0.013
1.84,-0.003
1.85,0.018
1.86,0.02
1.87,0.018
1.88,0.017
1.89,-0.011
1.9,-0.022
1.91,-0.01
1.92,0.023
1.93,0.005
1.94,0.011
1.95,0.006
1.96,-0.02
1.97,-0.019
1.98,-0.023
1.99,-0.017
2.0,-0.007
2.01,0.025
2.02,0.012
2.03,-0.031
2.04,0.015
2.05,-0.005
2.06,-0.0
2.07,-0.002
2.08,0.019
2.09,0.002
2.1,-0.018
2.11,0.005
2.12,-0.001
