time,acceleration
0.0,0.007
0.01,0.011
0.02,0.02
0.03,0.013
0.04,-0.013
0.05,-0.004
0.06,-0.025
0.07,0.013
0.08,0.014
0.09,0.02
0.1,-0.0
0.11,-0.004
0.12,-0.025
0.13,-0.008
0.14,0.01
0.15,0.003
0.16,0.042
0.17,0.008
0.18,-0.009
0.19,-0.011
0.2,-0.047
0.21,0.008
0.22,0.033
0.23,0.046
0.24,-0.007
0.25,-0.01
0.26,-0.032
0.27,-0.031
0.28,-0.006
0.29,0.023
0.3,0.043
0.31,0.0
0.32,-0.003
0.33,-0.023
0.34,-0.051
0.35,-0.022
0.36,0.029
0.37,0.064
0.38,0.022
0.39,-0.006
0.4,-0.015
0.41,-0.045
0.42,-0.031
0.43,0.042
0.44,0.092
0.45,0.014
0.46,-0.014
0.47,-0.026
0.48,-0.066
0.49,-0.027
0.5,0.031
0.51,0.064
0.52,0.038
0.53,0.007
0.54,-0.004
0.55,-0.074
0.56,-0.011
0.57,0.03
0.58,0.056
0.6,0.065
0.61,0.009
0.62,-0.024
0.63,-0.075
0.64,-0.036
0.65,0.039
0.66,0.068
0.67,0.056
0.68,0.022
0.69,-0.006
0.7,-0.081
0.71,-0.058
0.72,0.028
0.73,0.077
0.74,0.025
0.75,-0.02
0.76,-0.024
0.77,-0.088
0.78,-0.078
0.79,-0.001
0.8,0.07
0.81,0.043
0.82,-0.002
0.83,-0.0
0.84,-0.091
0.85,-0.081
0.86,0.025
0.87,0.06
0.88,0.067
0.89,0.005
0.9,-0.01
0.91,-0.057
0.92,-0.072
0.93,0.028
0.94,0.07
0.95,0.059
0.96,0.011
0.97,-0.008
0.98,-0.038
0.99,-0.062
1.0,0.035
1.01,0.07
1.02,0.057
1.03,0.023
1.04,-0.01
1.05,-0.048
1.06,-0.053
1.07,0.024
1.08,0.034
1.09,0.089
1.1,0.011
1.11,-0.008
1.12,-0.028
1.13,-0.055
1.14,-0.005
1.15,0.051
1.16,0.064
1.17,0.002
1.18,0.005
1.19,-0.053
1.2,-0.077
1.21,-0.023
1.22,0.048
1.23,0.043
1.24,0.002
1.25,-0.026
1.26,-0.042
1.27,-0.063
1.28,-0.008
1.29,0.028
1.3,0.05
1.31,0.009
1.32,-0.006
1.33,-0.05
1.34,-0.054
1.35,-0.025
1.36,0.026
1.37,0.043
1.38,0.01
1.39,0.004
1.4,-0.03
1.41,-0.04
1.42,-0.033
1.43,0.045
1.44,0.038
1.45,0.023
1.46,-0.006
1.47,-0.007
1.48,-0.044
1.49,-0.016
1.5,0.027
1.51,0.056
1.52,0.028
1.53,0.008
1.54,0.006
1.55,-0.029
1.56,-0.016
1.57,0.013
1.58,0.018
1.59,0.027
1.6,-0.009
1.61,-0.001
1.62,-0.023
1.63,-0.016
1.64,0.013
1.65,0.039
1.66,0.024
1.67,0.003
1.68,0.001
1.69,-0.018
