time,acceleration
0.0,-0.008
0.01,0.002
0.02,-0.012
0.03,0.007
0.04,0.003
0.05,0.002
0.06,0.004
0.07,0.004
0.08,0.001
0.09,0.004
0.1,0.015
0.11,0.009
0.12,0.011
0.13,0.017
0.14,0.002
0.15,0.001
0.16,0.019
0.17,0.006
0.18,-0.001
0.19,0.001
0.2,-0.007
0.21,0.004
0.22,0.003
0.23,0.015
0.24,0.007
0.25,0.009
0.26,0.002
0.27,-0.001
0.28,0.011
0.29,0.011
0.3,0.003
0.31,0.002
0.32,-0.009
0.33,-0.01
0.34,-0.001
0.35,-0.005
0.36,0.015
0.37,0.008
0.38,0.001
0.39,0.025
0.4,0.01
0.41,-0.002
0.42,0.02
0.43,0.011
0.44,0.001
0.45,0.009
0.46,0.004
0.47,0.003
0.48,0.002
0.49,0.0
0.5,0.01
0.51,0.008
0.52,0.003
0.53,0.002
0.55,-0.0
0.56,-0.005
0.57,0.018
0.58,0.007
0.59,-0.007
0.6,0.017
0.61,-0.001
0.62,0.004
0.63,0.0
0.64,0.011
0.65,0.001
0.66,0.003
0.67,-0.009
0.68,0.006
0.69,0.025
0.7,0.007
0.71,0.019
0.72,0.029
0.73,0.02
0.74,-0.013
0.75,-0.001
0.76,0.004
0.77,-0.002
0.78,-0.003
0.79,0.011
0.8,0.012
0.81,0.021
0.82,0.0
0.83,0.004
0.84,0.001
0.85,0.008
0.86,-0.0
0.87,0.006
0.88,-0.012
0.89,0.005
0.9,0.0
0.91,0.001
0.92,-0.008
0.93,0.001
0.94,0.013
0.95,-0.009
0.96,0.008
0.97,0.016
0.98,0.006
0.99,-0.01
1.0,0.004
1.01,-0.016
1.02,0.014
1.03,-0.002
1.04,0.019
1.05,0.003
1.06,0.01
1.07,0.003
1.08,0.009
1.09,-0.001
1.1,-0.001
1.11,-0.006
1.12,-0.004
1.13,0.015
1.14,-0.0
1.15,0.013
1.16,-0.002
1.17,0.016
1.18,0.009
1.19,0.02
1.2,0.008
1.21,0.004
1.22,0.01
1.23,0.008
1.24,0.01
1.25,0.002
1.26,-0.004
1.27,-0.005
1.28,0.002
1.29,0.013
1.3,-0.002
1.31,-0.001
1.32,0.006
1.33,0.002
1.34,0.007
1.35,0.001
1.36,0.0
1.37,0.015
1.38,0.023
1.39,-0.005
1.4,0.001
1.41,0.004
1.42,-0.01
1.43,-0.013
1.44,-0.001
1.45,0.002
1.46,-0.002
1.47,-0.007
1.48,-0.008
1.49,-0.005
1.5,0.006
1.51,0.012
1.52,-0.004
1.53,-0.012
1.54,-0.006
1.55,-0.01
1.56,0.011
1.57,0.001
1.58,0.005
1.59,0.006
1.6,0.001
1.61,0.002
1.62,-0.011
1.64,-0.005
1.65,0.005
1.66,-0.001
1.67,0.01
1.68,0.012
1.69,0.003
1.7,0.001
1.71,0.011
1.72,-0.009
1.73,0.002
1.74,-0.002
1.75,0.006
1.76,-0.014
1.77,0.007
1.78,-0.01
1.79,-0.007
1.8,-0.005
1.81,0.01
