time,acceleration
0.0,-0.004
0.01,0.012
0.02,0.013
0.03,0.007
0.04,0.002
0.05,-0.001
0.06,-0.013
0.07,0.004
0.08,0.012
0.09,0.026
0.1,0.01
0.11,0.016
0.12,0.001
0.13,-0.007
0.14,0.003
0.15,0.006
0.16,0.02
0.17,0.028
0.18,0.01
0.19,-0.002
0.2,-0.031
0.21,-0.031
0.22,-0.0
0.23,0.009
0.24,0.033
0.25,0.009
0.26,0.005
0.27,-0.011
0.28,-0.032
0.29,-0.029
0.3,0.019
0.31,0.018
0.32,0.006
0.33,0.007
0.34,-0.013
0.35,-0.019
0.36,-0.024
0.37,-0.002
0.38,0.023
0.39,0.038
0.4,0.007
0.41,0.009
0.42,-0.024
0.43,-0.026
0.44,-0.015
0.45,0.007
0.46,0.036
0.47,0.009
0.48,0.005
0.49,0.004
0.5,-0.053
0.51,-0.01
0.52,0.02
0.53,0.027
0.54,0.051
0.55,0.016
0.56,0.015
0.57,-0.015
0.58,-0.047
0.59,-0.018
0.6,0.02
0.61,0.047
0.62,0.04
0.63,0.003
0.64,-0.007
0.65,-0.054
0.66,-0.045
0.67,-0.01
0.68,0.054
0.69,0.042
0.7,-0.009
0.71,0.011
0.72,-0.039
0.73,-0.067
0.74,-0.044
0.75,0.019
0.76,0.033
0.77,0.031
0.78,-0.005
0.79,-0.013
0.8,-0.067
0.81,-0.041
0.82,-0.003
0.83,0.052
0.84,0.022
0.85,-0.001
0.86,0.005
0.87,-0.034
0.88,-0.06
0.89,-0.013
0.9,0.04
0.91,0.059
0.92,0.022
0.93,0.017
0.94,-0.01
0.95,-0.06
0.96,-0.023
0.97,0.017
0.98,0.059
1.0,0.041
1.01,0.022
1.02,0.031
1.03,-0.031
1.04,-0.049
1.05,0.006
1.06,0.034
1.07,0.063
1.08,0.021
1.09,0.019
1.1,-0.031
1.11,-0.083
1.12,-0.044
1.13,0.006
1.14,0.051
1.15,0.039
1.16,0.002
1.17,-0.009
1.18,-0.065
1.19,-0.043
1.2,-0.004
1.21,0.037
1.22,0.036
1.23,0.021
1.24,0.014
1.25,-0.022
1.26,-0.068
1.27,-0.037
1.28,0.029
1.29,0.049
1.3,0.018
1.31,0.01
1.32,0.006
1.33,-0.074
1.34,-0.041
1.35,0.002
1.36,0.051
1.37,0.04
1.38,0.031
1.39,0.034
1.4,-0.034
1.41,-0.06
1.42,-0.012
1.43,0.029
1.44,0.051
1.45,0.035
1.46,0.009
1.47,0.014
1.48,-0.045
1.49,-0.033
1.5,0.002
1.51,0.048
1.52,0.043
1.53,0.025
1.54,0.016
1.55,-0.039
1.56,-0.053
1.57,-0.006
1.58,0.023
1.59,0.031
1.6,-0.005
1.61,-0.002
1.62,-0.021
1.63,-0.068
1.64,-0.03
1.65,-0.006
1.66,0.013
1.67,0.024
1.68,0.013
1.69,-0.012
1.7,-0.028
1.71,-0.046
1.72,0.001
1.73,0.017
1.74,0.039
1.75,0.013
1.76,0.003
1.77,-0.003
1.78,-0.035
1.79,-0.019
1.8,0.006
1.81,0.035
1.82,0.037
1.83,0.006
1.84,-0.008
1.85,-0.029
1.86,-0.02
1.87,0.005
1.88,0.019
1.89,0.024
1.9,0.019
1.91,0.018
1.92,-0.01
1.93,-0.049
1.94,-0.018
1.95,0.022
1.96,0.022
1.97,0.029
1.98,0.0
1.99,0.004
2.0,-0.031
2.01,-0.025
2.02,-0.002
2.03,0.013
2.04,0.008
2.05,-0.002
2.06,0.01
2.07,-0.012
2.08,-0.031
2.09,-0.011
2.1,-0.003
2.11,0.01
2.12,0.013
2.13,-0.008
2.14,0.013
2.15,-0.017
2.16,0.001
2.17,-0.012
2.18,0.009
2.19,0.008
2.2,0.003
2.21,0.008
