time,acceleration
0.0,0.013
0.01,0.019
0.02,0.012
0.03,-0.024
0.04,0.057
0.05,0.017
0.06,-0.003
0.07,-0.026
0.08,-0.028
0.09,-0.008
0.1,-0.006
0.11,0.027
0.12,-0.012
0.13,0.01
0.14,0.037
0.15,0.05
0.16,0.072
0.17,0.054
0.18,0.028
0.19,0.008
0.2,0.018
0.21,-0.006
0.22,-0.028
0.23,0.002
0.24,-0.022
0.25,0.008
0.26,0.015
0.27,0.01
0.28,0.034
0.29,0.05
0.3,0.032
0.31,0.028
0.32,-0.005
0.33,-0.03
0.34,-0.047
0.35,-0.04
0.36,-0.038
0.37,-0.025
0.38,-0.01
0.39,-0.005
0.4,-0.001
0.41,0.025
0.42,0.059
0.43,0.041
0.44,0.033
0.45,-0.021
0.46,-0.06
0.47,-0.027
0.48,-0.036
0.49,-0.025
0.5,-0.028
0.51,-0.033
0.52,-0.034
0.53,0.012
0.54,0.052
0.55,0.028
0.56,0.035
0.57,0.032
0.58,-0.062
0.59,-0.041
0.6,-0.056
0.61,-0.053
0.62,-0.026
0.63,-0.043
0.65,-0.014
0.66,0.009
0.67,0.034
0.68,0.051
0.69,0.071
0.7,0.041
0.71,0.019
0.72,-0.023
0.73,-0.072
0.74,-0.052
0.75,-0.044
0.76,-0.039
0.77,-0.018
0.78,-0.001
0.79,0.023
0.8,0.068
0.81,0.084
0.82,0.08
0.83,0.07
0.84,0.036
0.85,-0.038
0.86,-0.036
0.87,-0.025
0.88,-0.043
0.89,-0.007
0.9,-0.041
0.91,0.009
0.92,0.042
0.93,0.044
0.94,0.06
0.95,0.088
0.96,0.043
0.97,0.002
0.98,-0.028
0.99,-0.058
1.0,-0.04
1.01,-0.056
1.02,-0.03
1.03,-0.038
1.04,0.019
1.05,0.027
1.06,0.044
1.07,0.073
1.08,0.092
1.09,0.042
1.1,0.001
1.11,-0.081
1.12,-0.045
1.13,-0.035
1.14,-0.044
1.15,-0.038
1.16,-0.022
1.17,0.019
1.18,0.018
1.19,0.036
1.2,0.053
1.21,0.053
1.22,-0.002
1.23,-0.013
1.24,-0.053
1.25,-0.054
1.26,-0.039
1.27,-0.033
1.28,-0.03
1.29,0.006
1.3,-0.029
1.31,0.012
1.32,0.036
1.33,0.041
1.34,0.058
1.35,-0.001
1.36,-0.035
1.37,-0.019
1.38,-0.032
1.39,-0.03
1.4,-0.03
1.41,-0.037
1.42,-0.027
1.43,0.009
1.44,-0.021
1.45,0.029
1.46,0.047
1.47,0.036
1.48,0.01
1.49,-0.019
1.5,-0.018
1.51,-0.018
1.52,-0.025
1.53,-0.006
1.54,-0.019
1.55,0.012
1.56,0.006
1.57,-0.006
1.58,0.029
1.59,0.026
1.6,0.019
1.61,0.011
1.62,0.003
1.63,-0.012
1.64,-0.014
1.65,-0.003
1.66,0.008
1.67,-0.017
1.68,-0.005
1.69,0.017
1.7,0.048
1.71,0.035
1.72,0.03
