time,acceleration
0.0,-0.006
0.01,-0.006
0.02,0.029
0.03,0.068
0.04,0.024
0.05,0.005
0.06,-0.022
0.07,-0.018
0.08,-0.033
0.09,-0.019
0.1,-0.024
0.11,-0.016
0.12,0.053
0.13,0.065
0.14,0.067
0.15,0.063
0.16,-0.016
0.17,-0.044
0.18,-0.036
0.19,-0.01
0.2,-0.026
0.21,-0.023
0.22,0.031
0.23,0.046
0.24,0.054
0.25,0.029
0.26,0.016
0.27,-0.014
0.28,-0.012
0.29,-0.028
0.3,-0.056
0.31,-0.026
0.32,-0.008
0.33,0.051
0.34,0.076
0.35,0.079
0.36,0.056
0.37,-0.031
0.38,-0.015
0.39,-0.03
0.4,-0.096
0.41,-0.061
0.42,-0.031
0.43,-0.011
0.44,0.044
0.45,0.112
0.47,0.081
0.48,0.0
0.49,-0.02
0.5,-0.026
0.51,-0.076
0.52,-0.082
0.53,-0.089
0.54,-0.05
0.55,0.002
0.56,0.068
0.57,0.135
0.58,0.059
0.59,-0.01
0.6,-0.048
0.61,-0.071
0.62,-0.068
0.63,-0.105
0.64,-0.078
0.65,-0.027
0.66,0.041
0.67,0.1
0.68,0.132
0.69,0.056
0.7,-0.028
0.71,-0.031
0.72,-0.057
0.73,-0.091
0.74,-0.136
0.75,-0.072
0.76,0.018
0.77,0.053
0.78,0.134
0.79,0.131
0.8,0.064
0.81,-0.044
0.82,-0.019
0.83,-0.036
0.84,-0.089
0.85,-0.107
0.86,-0.024
0.87,0.022
0.88,0.115
0.89,0.149
0.9,0.134
0.91,0.007
0.92,-0.055
0.93,-0.045
0.94,-0.09
0.95,-0.111
0.96,-0.063
0.97,0.027
0.98,0.067
0.99,0.132
1.0,0.145
1.01,0.074
1.02,-0.01
1.03,-0.001
1.04,-0.031
1.05,-0.051
1.06,-0.088
1.07,-0.083
1.08,0.005
1.09,0.06
1.1,0.111
1.11,0.122
1.12,0.026
1.13,-0.02
1.14,-0.044
1.15,-0.049
1.16,-0.121
1.17,-0.118
1.18,-0.032
1.19,0.013
1.2,0.051
1.21,0.084
1.22,0.081
1.23,0.003
1.24,-0.027
1.25,-0.061
1.26,-0.069
1.27,-0.102
1.28,-0.052
1.29,-0.004
1.3,0.018
1.31,0.059
1.32,0.086
1.33,0.021
1.34,-0.005
1.35,-0.03
1.36,-0.013
1.37,-0.049
1.39,-0.058
1.4,-0.067
1.41,-0.018
1.42,0.048
1.43,0.061
1.44,0.079
1.45,0.003
1.46,0.009
1.47,0.003
1.48,-0.038
1.49,-0.061
1.5,-0.067
1.51,-0.035
1.52,0.006
1.53,0.044
1.54,0.095
1.55,0.036
1.56,-0.004
1.57,-0.017
1.58,-0.023
1.59,-0.062
1.6,-0.045
1.61,-0.026
1.62,-0.016
1.63,0.033
1.64,0.041
1.65,0.065
1.66,0.03
1.67,-0.004
1.68,-0.021
1.69,0.006
1.7,0.002
1.71,-0.055
1.72,-0.032
1.73,0.007
1.74,0.012
1.75,0.018
1.76,0.059
1.77,-0.011
1.78,0.023
