time,acceleration
0.0,0.007
0.01,0.013
0.02,-0.0
0.03,0.015
0.04,0.003
0.05,-0.024
0.06,-0.018
0.07,-0.004
0.08,0.008
0.09,0.015
0.1,0.025
0.11,0.011
0.12,-0.014
0.13,-0.017
0.14,-0.021
0.15,0.012
0.16,0.03
0.17,0.027
0.18,0.015
0.19,-0.012
0.2,-0.032
0.21,-0.028
0.22,-0.001
0.23,0.014
0.24,0.021
0.25,0.035
0.26,-0.005
0.27,-0.041
0.28,-0.046
0.29,-0.028
0.3,0.002
0.31,-0.004
0.32,0.023
0.33,0.008
0.34,-0.024
0.35,-0.049
0.36,-0.029
0.37,0.005
0.38,0.028
0.39,0.023
0.4,0.043
0.41,-0.014
0.42,-0.07
0.43,-0.065
0.44,-0.015
0.45,0.036
0.46,0.027
0.47,0.023
0.48,0.031
0.49,-0.059
0.5,-0.076
0.51,-0.008
0.52,0.029
0.53,0.046
0.54,0.05
0.55,0.037
0.56,-0.023
0.57,-0.057
0.58,-0.046
0.59,0.021
0.6,0.075
0.61,0.038
0.62,0.073
0.63,0.006
0.64,-0.05
0.65,-0.076
0.66,-0.017
0.67,0.064
0.68,0.041
0.69,0.05
0.7,0.023
0.71,-0.063
0.72,-0.098
0.73,-0.049
0.74,0.033
0.75,0.047
0.76,0.033
0.77,0.041
0.78,-0.03
0.79,-0.094
0.8,-0.086
0.81,-0.012
0.82,0.047
0.83,0.047
0.84,0.049
0.85,-0.001
0.86,-0.077
0.87,-0.094
0.88,-0.041
0.89,0.048
0.91,0.038
0.92,0.061
0.93,0.053
0.94,-0.064
0.95,-0.094
0.96,-0.067
0.97,0.046
0.98,0.075
0.99,0.046
1.0,0.07
1.01,-0.002
1.02,-0.077
1.03,-0.085
1.04,0.003
1.05,0.073
1.06,0.055
1.07,0.045
1.08,0.044
1.09,-0.054
1.1,-0.073
1.11,-0.034
1.12,0.059
1.13,0.065
1.14,0.062
1.15,0.056
1.16,-0.056
1.17,-0.083
1.18,-0.083
1.19,0.021
1.2,0.072
1.21,0.031
1.22,0.056
1.23,0.008
1.24,-0.082
1.25,-0.072
1.26,-0.031
1.27,0.037
1.28,0.03
1.29,0.055
1.3,0.024
1.31,-0.056
1.32,-0.084
1.33,-0.065
1.34,0.032
1.35,0.042
1.36,0.013
1.37,0.033
1.38,-0.029
1.39,-0.07
1.4,-0.071
1.41,0.004
1.42,0.061
1.43,0.023
1.44,0.046
1.45,0.024
1.46,-0.055
1.47,-0.053
1.48,-0.012
1.49,0.046
1.5,0.031
1.51,0.045
1.52,0.036
1.53,-0.01
1.54,-0.042
1.55,-0.01
1.56,0.022
1.57,0.034
1.58,0.029
1.59,0.044
1.6,-0.005
1.61,-0.029
1.62,-0.043
1.63,-0.003
1.64,0.04
1.65,0.033
1.66,0.034
1.67,0.011
1.68,-0.019
1.69,-0.038
1.7,-0.011
1.71,0.028
1.72,0.02
1.73,0.02
1.74,-0.007
1.75,-0.014
1.76,-0.019
1.77,-0.017
1.78,0.003
1.79,0.016
1.8,0.007
1.81,0.023
1.82,0.002
1.83,-0.033
1.84,-0.019
1.85,-0.02
1.86,0.007
1.87,0.008
1.88,0.011
1.89,0.023
1.9,-0.026
1.91,-0.01
1.92,-0.002
1.93,0.001
1.94,0.019
