time,acceleration
0.0,-0.117
0.01,-0.183
0.02,-0.063
0.03,-0.114
0.04,-0.214
0.05,0.254
0.06,0.006
0.07,0.646
0.08,0.63
0.09,0.387
0.1,-0.099
0.11,-0.573
0.12,-0.706
0.13,-0.793
0.14,-0.241
0.15,-0.122
0.16,0.036
0.17,0.602
0.18,0.253
0.19,0.427
0.2,0.381
0.21,0.145
0.22,-0.193
0.23,-0.522
0.24,-0.419
0.25,-0.434
0.26,-0.119
0.27,0.199
0.28,0.238
0.29,0.067
0.3,-0.226
0.31,-0.615
0.32,-0.241
0.33,-0.394
0.34,-0.068
0.35,0.658
0.36,0.313
0.37,0.671
0.38,0.68
0.39,0.727
0.4,-0.135
0.41,-0.252
0.42,-0.441
0.43,-0.795
0.44,-0.345
0.45,-0.472
0.47,0.256
0.48,-0.451
0.49,0.068
0.5,-0.029
0.51,-0.019
0.52,-0.121
0.53,-0.294
0.54,0.078
0.55,0.164
0.56,0.247
0.57,0.418
0.58,0.29
0.59,0.167
0.6,0.144
0.61,-0.398
0.62,-0.738
0.63,-0.634
0.64,-1.512
0.65,-0.212
0.66,-0.347
0.67,0.252
0.68,0.775
0.69,0.861
0.7,0.67
0.71,0.334
0.72,0.103
0.73,-0.342
0.74,-0.333
0.75,-0.696
0.76,-0.163
0.77,-0.037
0.78,0.191
0.79,0.507
0.8,0.18
0.81,0.013
0.82,-0.514
0.83,-0.451
0.84,-0.674
0.85,-0.027
0.86,0.897
0.87,0.699
0.88,1.232
0.89,0.44
0.9,0.443
0.91,-0.179
0.92,-0.668
0.93,-0.474
0.94,-0.993
0.95,-0.444
0.96,-0.862
0.97,0.48
0.98,0.354
0.99,0.782
1.0,0.47
1.01,0.509
1.02,-0.016
1.03,-0.578
1.04,-0.235
1.05,-0.537
1.06,0.919
1.07,0.22
1.08,0.123
1.09,-0.009
1.1,-0.145
1.11,-0.386
1.12,-1.246
1.13,-0.597
1.14,-1.444
1.15,-0.78
1.16,-0.171
1.17,0.687
1.18,1.278
1.19,0.968
1.2,1.52
1.21,0.035
1.22,0.211
1.23,-1.154
1.24,-0.44
1.25,-0.452
1.26,-0.214
1.27,0.313
1.28,0.281
1.29,0.635
1.3,-0.188
1.31,0.059
1.32,-0.958
1.33,-0.705
1.34,-0.429
1.35,0.213
1.36,0.647
1.38,0.619
1.39,1.563
1.4,0.78
1.41,0.236
1.42,-0.417
1.43,-1.182
1.44,-1.074
1.45,-1.383
1.46,-0.488
1.47,-0.793
1.48,0.744
1.49,0.548
1.5,0.824
1.51,0.457
1.52,0.476
1.53,-0.073
1.54,-0.868
1.55,-0.225
1.56,-0.919
1.57,0.403
1.58,0.373
1.59,0.723
1.6,0.325
1.61,-0.684
1.62,-0.607
1.63,-1.132
1.64,-0.987
1.65,-1.024
1.66,-0.23
1.67,0.372
1.68,1.129
1.69,1.558
1.7,0.896
1.71,1.114
1.72,-0.169
1.73,-0.321
1.74,-0.998
1.75,-0.709
1.76,-1.136
1.77,-0.245
1.78,0.255
