time,acceleration
0.0,1.205
0.01,1.068
0.02,1.074
0.03,0.818
0.04,0.898
0.05,0.61
0.06,0.793
0.07,0.5
0.08,0.663
0.09,0.356
0.1,0.541
0.11,0.289
0.12,0.499
0.13,0.249
0.14,0.405
0.15,0.166
0.16,0.335
0.17,0.143
0.18,0.317
0.19,1.221
0.2,0.887
0.21,1.286
0.22,0.784
0.23,0.681
0.24,1.07
0.25,0.471
0.26,0.648
0.27,0.632
0.28,0.317
0.29,0.532
0.3,0.514
0.31,0.259
0.32,0.416
0.33,0.231
0.34,0.233
0.35,0.36
0.36,0.227
0.37,0.172
0.38,0.248
0.39,0.068
0.4,0.189
0.41,0.208
0.42,0.107
0.43,0.13
0.44,0.095
0.45,0.036
0.46,0.138
0.47,0.123
0.48,2.14
0.49,2.45
0.5,1.013
0.51,1.944
0.52,1.551
0.53,0.922
0.54,1.612
0.55,0.789
0.56,0.805
0.57,1.142
0.58,0.551
0.59,0.876
0.6,0.706
0.61,0.325
0.62,0.651
0.63,0.427
0.64,0.417
0.65,0.548
0.66,0.182
0.67,0.304
0.68,2.443
0.69,1.38
0.7,2.189
0.71,2.399
0.72,1.389
0.73,0.977
0.74,1.447
0.75,1.676
0.76,0.985
0.77,0.588
0.78,1.071
0.79,0.956
0.8,0.578
0.81,0.637
0.82,0.787
0.83,0.624
0.84,0.33
0.85,0.302
0.86,0.607
0.87,0.508
0.88,0.208
0.89,0.244
0.9,0.279
0.91,0.234
0.92,0.245
0.93,0.238
0.94,1.373
0.96,1.49
0.97,0.579
0.98,1.093
0.99,1.198
1.0,0.535
1.01,0.755
1.02,0.696
1.03,0.335
1.04,0.703
1.05,0.58
1.06,0.329
1.07,0.448
1.08,0.272
1.09,0.197
1.1,0.504
1.11,0.33
1.12,0.174
1.13,0.261
1.14,0.064
1.15,0.192
1.16,0.328
1.17,1.833
1.18,2.187
1.19,1.166
1.2,0.996
1.21,1.746
1.22,1.139
1.23,0.644
1.24,1.131
1.25,0.866
1.26,0.405
1.27,0.838
1.28,0.858
1.29,0.321
1.3,0.423
1.31,0.5
1.32,0.335
1.33,0.392
1.34,0.475
1.35,0.219
1.36,0.109
1.37,0.23
1.38,0.303
1.39,0.201
1.4,0.203
1.41,1.912
1.42,2.023
1.43,0.957
1.44,2.032
1.45,1.086
1.46,1.068
1.47,1.308
1.48,0.544
1.49,1.113
1.5,0.727
1.51,0.733
1.52,0.754
1.53,0.358
1.54,0.634
1.55,0.454
1.56,0.47
1.57,0.569
1.58,0.187
1.59,0.379
1.6,0.219
1.61,0.302
1.62,2.116
1.63,1.102
1.64,2.012
1.65,1.669
1.66,0.812
1.67,1.346
1.68,1.409
1.69,0.714
1.7,0.709
1.71,1.003
1.72,0.692
1.73,0.514
1.74,0.805
1.75,0.55
1.76,0.267
1.77,0.493
1.78,0.51
1.79,0.298
1.8,0.282
1.81,0.358
1.82,0.198
1.83,0.149
1.84,0.332
1.85,0.243
1.86,0.071
1.87,0.168
1.88,0.111
1.89,0.078
1.9,0.164
1.91,0.16
1.92,0.038
1.93,0.042
1.94,0.063
1.95,0.111
1.96,0.067
1.97,0.069
1.98,0.032
1.99,0.003
2.0,0.04
2.01,0.09
2.02,0.042
2.03,0.014
2.04,-0.001
2.05,-0.011
2.06,0.013
2.07,0.072
2.08,0.035
2.09,-0.024
2.1,0.005
2.11,-0.022
2.12,0.014
2.13,0.023
2.14,-0.016
2.15,-0.029
2.16,-0.013
2.17,-0.018
2.18,0.022
2.19,0.043
2.2,-0.003
2.21,-0.023
2.22,-0.015
2.23,0.019
2.24,0.014
2.25,0.004
2.26,-0.004
2.27,-0.005
2.28,-0.025
2.29,0.001
2.3,0.01
2.31,0.002
