time,acceleration
0.0,-0.388
0.01,0.398
0.02,0.602
0.03,0.682
0.04,0.598
0.05,0.064
0.06,0.476
0.07,-0.22
0.08,-0.307
0.09,-0.533
0.1,-0.364
0.11,-0.878
0.12,0.004
0.13,0.104
0.14,-0.063
0.15,0.285
0.16,0.549
0.17,0.283
0.18,0.097
0.19,0.393
0.2,0.271
0.21,0.035
0.22,-0.202
0.23,0.002
0.24,-0.042
0.25,0.213
0.26,-0.537
0.27,-0.338
0.28,-0.276
0.29,-0.28
0.3,-0.044
0.31,0.082
0.32,0.139
0.33,-0.28
0.34,0.133
0.35,0.013
0.36,0.604
0.37,0.391
0.38,-0.079
0.39,0.189
0.4,0.321
0.41,-0.21
0.42,-0.607
0.43,-0.215
0.44,-0.695
0.45,-0.593
0.46,-0.178
0.47,-0.125
0.48,-0.421
0.49,0.548
0.5,1.024
0.51,0.7
0.52,0.716
0.53,0.7
0.54,-0.098
0.56,-0.786
0.57,-0.426
0.58,-0.657
0.59,-1.2
0.6,-0.272
0.61,-0.342
0.62,-0.378
0.63,0.075
0.64,0.949
0.65,0.811
0.66,0.647
0.67,0.699
0.68,0.93
0.69,-0.164
0.7,0.021
0.71,-0.039
0.72,-0.434
0.73,-0.644
0.74,-0.314
0.75,-0.185
0.76,0.031
0.77,0.262
0.78,0.551
0.79,0.083
0.8,0.397
0.81,0.059
0.82,0.245
0.83,0.036
0.84,0.309
0.85,-0.053
0.86,-0.181
0.87,-0.464
0.88,-0.181
0.89,-0.139
0.9,-0.544
0.91,-0.172
0.92,-0.608
0.93,-0.612
0.94,-0.251
0.95,0.373
0.96,0.168
0.97,0.458
0.98,1.064
0.99,0.592
1.0,0.385
1.01,0.402
1.02,0.475
1.03,-0.667
1.04,-0.644
1.05,-0.794
1.06,-0.954
1.07,-1.314
1.08,-0.363
1.09,-0.292
1.1,0.093
1.11,0.852
1.12,1.196
1.13,0.823
1.14,0.97
1.15,1.063
1.16,0.283
1.17,-0.399
1.18,-0.216
1.19,-1.04
1.2,-0.921
1.21,-0.683
1.22,-0.286
1.23,-0.371
1.24,0.02
1.25,0.834
1.26,0.842
1.27,0.775
1.28,0.775
1.29,0.298
1.3,-0.066
1.31,0.052
1.32,-0.047
1.33,-0.798
1.34,-0.64
1.35,-0.155
1.36,-0.57
1.37,-0.569
1.38,-0.157
1.39,0.264
1.4,-0.389
1.41,0.407
1.42,0.708
1.43,0.023
1.44,0.065
1.45,0.591
1.46,0.58
1.47,0.335
1.48,0.403
1.49,0.147
1.5,-0.561
1.51,-0.842
1.52,-0.727
1.53,-0.62
1.54,-0.948
1.55,-0.507
1.56,-0.227
1.57,-0.437
1.58,0.812
1.59,0.822
1.6,1.035
1.61,0.676
1.62,1.141
1.63,0.086
1.65,-0.481
1.66,-0.918
1.67,-1.038
1.68,-1.438
1.69,-1.023
1.7,-0.29
1.71,-0.53
1.72,0.084
1.73,0.784
1.74,1.261
1.75,1.589
1.76,1.353
1.77,1.135
1.78,-0.192
1.79,-0.052
1.8,-0.227
1.81,-1.352
1.82,-1.065
1.83,-0.7
1.84,-0.371
1.85,-0.429
1.86,0.3
1.87,0.942
1.88,0.475
