time,acceleration
0.0,0.005
0.01,-0.731
0.02,0.787
0.03,0.759
0.04,-0.81
0.05,0.255
0.06,1.187
0.07,-0.501
0.08,-0.38
0.09,0.91
0.1,-0.042
0.11,-0.618
0.12,0.48
0.13,0.281
0.14,-0.705
0.15,-0.065
0.16,0.405
0.17,-0.675
0.18,-0.528
0.19,0.545
0.2,-0.278
0.21,-0.816
0.22,0.857
0.23,0.634
0.24,-0.748
0.25,0.537
0.26,1.19
0.27,-0.509
0.28,-0.26
0.29,0.93
0.3,-0.26
0.31,-0.623
0.32,0.473
0.33,0.231
0.34,-0.54
0.35,0.058
0.36,0.313
0.37,-0.696
0.38,-0.434
0.39,0.499
0.4,-0.589
0.41,-0.91
0.42,0.746
0.43,0.359
0.44,-0.792
0.46,0.703
0.47,1.053
0.48,-0.614
0.49,0.048
0.5,0.95
0.51,-0.428
0.52,-0.59
0.53,0.438
0.54,-0.039
0.55,-0.574
0.56,0.274
0.57,0.369
0.58,-0.74
0.59,-0.243
0.6,0.631
0.61,-0.758
0.62,-0.937
0.63,0.658
0.64,-0.052
0.65,-0.991
0.66,0.86
0.67,0.971
0.68,-0.561
0.69,0.227
0.7,1.09
0.71,-0.257
0.72,-0.442
0.73,0.411
0.74,0.793
0.75,1.142
0.76,1.839
0.77,1.77
0.78,0.468
0.79,0.91
0.8,1.523
0.81,0.041
0.82,-0.078
0.83,1.24
0.84,0.082
0.85,-0.74
0.86,1.023
0.87,1.02
0.88,-0.348
0.89,0.725
0.9,1.183
0.91,-0.079
0.92,0.94
0.93,1.514
0.94,0.506
0.95,-0.029
0.96,0.799
0.97,0.555
0.98,-0.277
0.99,0.564
1.0,0.916
1.01,-0.569
1.02,-0.289
1.03,1.091
1.04,-0.375
1.05,-0.967
1.06,0.854
1.07,0.422
1.08,-0.713
1.09,0.67
1.1,1.022
1.11,-0.245
1.12,0.097
1.13,0.877
1.14,-0.058
1.15,-0.498
1.16,0.348
1.17,-0.063
1.18,-0.894
1.19,0.25
1.2,0.605
1.21,-0.862
1.22,-0.348
1.23,0.872
1.24,-0.55
1.25,-0.887
1.26,0.776
1.27,0.087
1.28,-0.964
1.29,0.545
1.3,0.788
1.31,-0.348
1.32,0.168
1.33,0.841
1.34,-0.135
1.35,-0.249
1.37,0.523
1.38,-0.088
1.39,-0.848
1.4,0.239
1.41,0.398
1.42,-0.989
1.43,-0.128
1.44,0.815
1.45,-0.786
1.46,-0.715
1.47,0.935
1.48,-0.079
1.49,-0.85
1.5,0.553
1.51,0.543
1.52,-0.413
1.53,0.351
1.54,0.775
1.55,-0.177
1.56,0.006
