time,acceleration
0.0,1.617
0.01,0.911
0.02,1.465
0.03,1.72
0.04,0.972
0.05,0.667
0.06,1.098
0.07,1.065
0.08,0.51
0.09,0.538
0.1,0.785
0.11,0.575
0.12,0.28
0.13,0.361
0.14,2.059
0.15,1.717
0.16,1.61
0.17,1.37
0.18,1.634
0.19,0.958
0.2,1.263
0.21,0.792
0.22,1.149
0.23,0.52
0.24,0.849
0.25,0.475
0.26,0.729
0.27,0.279
0.28,0.547
0.29,0.342
0.3,0.525
0.31,0.305
0.32,1.988
0.33,1.459
0.34,1.957
0.35,0.88
0.36,1.587
0.37,0.905
0.38,1.025
0.39,1.027
0.4,0.55
0.41,0.915
0.42,0.379
0.43,0.652
0.44,0.529
0.45,0.481
0.46,0.571
0.47,0.401
0.48,2.671
0.49,2.658
0.5,1.43
0.51,2.496
0.52,1.166
0.53,1.65
0.54,1.366
0.55,0.832
0.56,1.338
0.57,0.595
0.58,1.029
0.59,0.767
0.6,0.654
0.61,0.934
0.62,2.017
0.63,1.738
0.64,2.189
0.65,1.346
0.66,1.271
0.67,1.446
0.68,0.928
0.69,0.859
0.7,0.99
0.71,0.498
0.72,0.574
0.73,0.789
0.74,0.359
0.75,0.687
0.76,0.744
0.77,0.458
0.78,0.691
0.79,1.7
0.8,1.775
0.81,1.093
0.82,1.557
0.83,0.712
0.84,1.045
0.85,0.703
0.86,0.458
0.87,0.869
0.88,0.364
0.89,0.822
0.9,0.614
0.91,0.563
0.92,2.479
0.93,1.38
0.94,2.256
0.95,1.804
0.96,0.96
0.97,1.33
0.98,1.435
0.99,0.784
1.0,0.611
1.01,1.048
1.02,0.609
1.03,0.459
1.05,0.879
1.06,0.724
1.07,0.602
1.08,0.775
1.09,2.267
1.1,2.074
1.11,1.091
1.12,2.0
1.13,1.048
1.14,1.022
1.15,1.276
1.16,0.501
1.17,0.906
1.18,0.674
1.19,0.668
1.2,0.891
1.21,0.579
1.22,0.957
1.23,0.684
1.24,0.494
1.25,0.605
1.26,1.362
1.27,1.023
1.28,1.444
1.29,1.079
1.3,0.567
1.31,0.642
1.32,0.89
1.33,0.462
1.34,0.501
1.35,0.874
1.36,0.584
1.37,0.543
1.38,0.735
1.39,0.489
1.4,2.076
1.41,2.433
1.42,1.215
1.43,1.921
1.44,1.189
1.45,0.986
1.46,1.342
1.47,0.579
1.48,1.084
1.49,0.985
1.5,0.607
1.51,1.121
1.52,0.787
1.53,0.66
1.54,0.643
1.55,0.305
1.56,1.724
1.57,1.808
1.58,0.821
1.59,1.307
1.6,1.039
1.61,0.589
1.62,1.011
1.63,0.757
1.64,0.655
1.65,0.872
1.66,0.779
1.67,0.65
1.68,0.656
1.69,0.495
1.7,0.272
1.71,0.47
1.72,0.318
1.73,0.19
1.74,0.257
1.75,1.799
1.76,1.785
1.77,1.289
1.78,1.724
1.79,0.941
1.8,1.691
1.81,0.739
1.82,1.462
1.83,0.716
1.84,0.989
1.85,0.605
1.86,0.699
1.87,0.552
1.88,0.426
1.89,0.492
1.9,0.226
1.91,0.447
1.92,0.179
1.93,0.445
1.94,0.282
1.95,0.408
1.96,0.291
1.97,0.341
1.98,0.212
1.99,0.164
2.0,0.164
2.01,0.14
2.02,0.114
2.03,0.052
2.04,0.058
2.05,-0.045
2.06,0.032
2.07,-0.007
2.08,0.061
2.09,0.057
2.1,0.128
2.11,0.138
2.12,0.098
2.13,0.066
2.14,-0.01
2.15,0.026
2.16,0.022
2.17,-0.003
2.18,0.009
2.19,-0.035
2.2,-0.078
2.21,-0.064
2.22,0.047
2.23,0.007
2.24,0.021
2.25,0.077
2.26,0.076
2.27,0.01
2.28,-0.052
2.29,-0.014
2.3,0.002
2.31,0.022
2.32,0.006
2.33,-0.047
2.34,-0.077
2.35,0.022
2.36,-0.018
2.37,-0.03
2.38,-0.0
