time,acceleration
0.0,-0.036
0.01,1.647
0.02,1.701
0.03,1.034
0.04,1.675
0.05,0.734
0.06,1.395
0.07,0.587
0.08,1.0
0.09,0.627
0.1,0.675
0.11,2.83
0.12,3.132
0.13,2.694
0.14,1.392
0.15,1.661
0.16,1.903
0.17,2.156
0.18,1.308
0.19,0.886
0.2,1.043
0.21,1.213
0.22,1.079
0.23,1.827
0.24,1.657
0.25,1.857
0.26,1.637
0.27,1.607
0.28,0.956
0.29,1.398
0.3,1.011
0.31,1.312
0.32,2.65
0.33,2.041
0.34,2.741
0.35,2.498
0.36,1.293
0.37,2.148
0.38,1.593
0.39,1.15
0.4,1.579
0.41,1.453
0.42,0.823
0.43,1.133
0.44,1.154
0.45,2.726
0.46,2.968
0.47,1.869
0.48,2.575
0.49,1.236
0.5,2.218
0.51,1.136
0.52,1.493
0.53,1.542
0.54,1.004
0.55,1.361
0.56,2.069
0.57,1.977
0.58,1.792
0.59,1.226
0.6,1.613
0.61,0.834
0.62,1.341
0.63,0.755
0.64,0.898
0.65,0.929
0.66,0.708
0.67,0.912
0.68,1.914
0.69,1.701
0.7,1.839
0.71,0.983
0.72,1.406
0.73,0.916
0.74,0.942
0.75,0.95
0.76,0.577
0.77,2.885
0.79,3.105
0.8,2.334
0.81,1.583
0.82,1.875
0.83,2.319
0.84,1.456
0.85,0.959
0.86,1.045
0.87,1.243
0.88,0.997
0.89,0.488
0.9,0.722
0.91,2.788
0.92,1.892
0.93,2.691
0.94,1.595
0.95,2.056
0.96,2.005
0.97,0.928
0.98,1.537
0.99,1.13
1.0,0.869
1.01,2.357
1.02,1.29
1.03,2.015
1.04,1.975
1.05,0.938
1.06,1.433
1.07,1.583
1.08,1.144
1.09,0.962
1.1,0.892
1.11,0.939
1.12,0.572
1.13,0.446
1.14,0.683
1.15,0.411
1.16,0.317
1.17,0.504
1.18,0.349
1.19,0.352
1.2,0.46
1.21,0.413
1.22,0.354
1.23,0.182
1.24,0.231
1.25,0.188
1.26,0.079
1.27,0.116
1.28,0.095
1.29,0.033
1.3,0.104
1.31,0.139
1.32,0.159
1.33,0.128
1.34,0.177
1.35,0.076
1.36,0.023
1.37,-0.021
1.38,0.015
1.39,-0.001
1.4,-0.023
1.41,-0.027
1.42,-0.031
1.43,-0.012
1.44,0.069
1.45,0.055
1.46,0.048
1.47,0.029
1.48,0.048
1.49,0.013
1.5,-0.063
1.51,0.011
1.52,-0.03
1.53,-0.007
1.54,-0.045
1.55,-0.019
1.56,-0.018
1.57,0.064
1.58,0.002
1.59,0.03
