time,acceleration
0.0,-0.016
0.01,-0.722
0.02,0.899
0.03,0.921
0.04,-0.177
0.05,0.878
0.06,1.183
0.07,-0.241
0.08,0.235
0.09,1.84
0.1,0.224
0.11,0.024
0.12,1.381
0.13,1.77
0.14,0.695
0.15,1.598
0.16,1.956
0.17,0.177
0.18,0.643
0.19,1.344
0.2,0.458
0.21,-0.34
0.22,1.04
0.23,0.344
0.24,-0.076
0.25,0.495
0.26,0.75
0.27,-0.153
0.28,0.225
0.29,1.425
0.3,0.465
0.31,0.462
0.32,0.936
0.33,1.29
0.34,0.202
0.35,1.65
0.36,1.194
0.37,0.999
0.38,1.061
0.39,1.8
0.4,0.321
0.41,0.361
0.42,1.882
0.43,0.685
0.44,-0.237
0.45,0.974
0.46,0.8
0.47,-0.97
0.48,0.55
0.49,0.843
0.5,-0.644
0.51,-0.602
0.52,1.05
0.53,-0.113
0.54,-0.589
0.55,0.875
0.56,0.511
0.57,-0.694
0.58,0.268
0.59,0.771
0.6,-0.761
0.61,-0.073
0.62,0.504
0.63,0.012
0.64,-0.372
0.65,0.785
0.66,0.128
0.67,-0.202
0.68,0.662
0.69,0.745
0.7,-0.032
0.71,0.387
0.72,1.638
0.73,0.541
0.74,0.558
0.76,1.061
0.77,0.562
0.78,-0.431
0.79,0.901
0.8,1.408
0.81,0.409
0.82,0.772
0.83,1.518
0.84,-0.264
0.85,-0.149
0.86,1.14
0.87,-0.191
0.88,-0.707
0.89,0.835
0.9,0.548
0.91,-0.616
0.92,0.816
0.93,0.862
0.94,-0.636
0.95,-0.334
0.96,1.196
0.97,-0.299
0.98,-0.653
0.99,0.696
1.0,0.05
1.01,-0.809
1.02,0.039
1.03,0.515
1.04,-0.549
1.05,0.187
1.06,0.405
1.07,0.493
1.08,-0.02
1.09,0.836
1.1,0.234
1.11,0.033
1.12,0.716
1.13,0.733
1.14,-0.045
1.15,0.947
1.16,1.369
1.17,0.052
1.18,0.332
1.19,1.117
1.2,0.656
1.21,-0.412
1.22,1.147
1.23,0.545
1.24,-0.668
1.25,0.109
1.26,0.914
1.27,-0.691
1.28,-0.245
1.29,1.162
1.3,-0.455
1.31,-0.837
1.32,0.506
1.33,0.128
1.34,-1.419
1.35,0.334
1.36,0.428
1.37,-0.839
1.38,-0.476
1.39,0.62
1.4,-0.728
1.41,-0.81
1.42,0.37
1.43,-0.114
1.44,-0.552
1.45,0.127
1.46,1.328
1.47,0.094
1.48,0.624
1.49,0.732
1.5,0.353
1.51,0.141
1.52,1.048
1.53,0.256
1.54,0.026
1.55,0.677
1.56,0.487
1.57,-0.301
1.58,0.305
1.59,1.151
1.6,-0.359
1.61,0.112
1.62,0.982
1.63,0.105
1.64,-0.832
1.65,0.976
1.66,0.357
1.67,-0.802
1.68,0.376
1.69,1.564
1.7,-0.32
1.71,0.423
1.72,1.716
1.73,-0.092
1.74,-0.241
1.75,1.016
1.76,0.473
1.77,-0.944
1.78,0.52
1.79,0.316
1.8,-0.697
1.81,-0.264
1.82,0.582
1.83,0.261
1.84,0.096
1.85,1.79
1.86,0.879
1.87,0.396
1.88,0.767
1.89,0.879
1.9,-0.056
1.91,0.661
1.92,0.645
1.93,0.191
1.94,-0.011
1.95,0.891
1.96,0.115
1.97,-0.25
1.98,0.843
1.99,0.577
2.0,-0.347
2.01,0.326
2.02,1.109
2.03,-0.64
2.04,0.069
2.05,1.034
2.06,-0.007
2.07,-0.771
