time,acceleration
0.0,0.003
0.01,-0.621
0.02,0.444
0.03,-0.039
0.04,-1.1
0.05,0.572
0.06,-0.013
0.07,-1.051
0.08,1.057
0.09,0.062
0.1,-0.73
0.11,1.111
0.12,0.127
0.13,-0.554
0.14,0.75
0.15,0.14
0.16,-0.133
0.17,1.016
0.18,0.578
0.19,-0.602
0.2,0.718
0.21,0.202
0.22,-0.612
0.23,0.805
0.24,0.208
0.25,-0.084
0.26,0.719
0.27,0.232
0.28,-0.042
0.29,0.431
0.3,1.169
0.31,0.328
0.32,0.708
0.33,0.562
0.34,-0.437
0.35,0.584
0.36,0.287
0.37,-0.577
0.38,0.747
0.39,0.202
0.4,-0.398
0.41,0.915
0.42,0.457
0.43,-0.464
0.44,0.725
0.45,0.386
0.46,-0.879
0.47,0.586
0.48,0.278
0.49,-1.342
0.5,0.524
0.51,0.083
0.52,-1.15
0.53,0.799
0.54,0.173
0.55,-0.73
0.56,0.706
0.57,0.392
0.58,-0.386
0.59,0.572
0.6,0.404
0.61,-0.677
0.62,0.182
0.63,0.197
0.64,-0.783
0.66,0.256
0.67,-0.089
0.68,-0.713
0.69,0.269
0.7,0.903
0.71,0.591
0.72,0.989
0.73,1.348
0.74,0.647
0.75,1.009
0.76,1.066
0.77,-0.023
0.78,0.563
0.79,1.172
0.8,0.381
0.81,1.511
0.82,1.139
0.83,-0.18
0.84,1.125
0.85,0.748
0.86,0.486
0.87,1.676
0.88,1.633
0.89,0.041
0.9,1.126
0.91,1.202
0.92,-0.643
0.93,0.763
0.94,0.88
0.95,-1.06
0.96,0.479
0.97,0.245
0.98,-0.948
0.99,0.438
1.0,0.369
1.01,-0.5
1.02,0.306
1.03,1.338
1.04,0.408
1.05,0.901
1.06,1.082
1.07,-0.144
1.08,0.423
1.09,0.447
1.1,-0.54
1.11,0.371
1.12,0.088
1.13,-0.6
1.14,0.143
1.15,0.176
1.16,-0.267
1.17,0.38
1.18,1.462
1.19,0.308
1.2,1.482
1.21,1.765
1.22,0.073
1.23,1.123
1.24,1.072
1.25,-0.77
1.26,0.589
1.27,0.64
1.28,-0.794
1.29,0.403
1.3,0.612
1.31,-0.756
1.32,0.275
1.33,1.012
1.34,-0.508
1.35,0.373
1.36,1.71
1.37,-0.233
1.38,0.798
1.39,1.744
1.4,0.091
1.41,0.887
1.42,0.748
1.43,-0.229
1.44,0.354
1.45,0.572
1.46,-0.058
1.47,0.2
1.48,0.73
1.49,-0.085
1.5,0.315
1.51,0.881
1.52,-0.264
1.53,0.294
1.54,0.365
1.55,-0.69
1.56,0.103
1.57,0.204
1.58,-0.702
1.59,-0.17
1.6,0.322
1.61,0.175
1.62,0.677
1.63,1.495
1.64,-0.227
1.65,0.571
1.66,1.402
1.67,-0.588
1.68,0.535
1.69,1.009
1.7,-0.932
1.71,0.102
1.72,0.575
1.73,-0.871
1.74,-0.104
1.75,0.594
1.76,-0.749
1.77,-0.17
1.78,0.902
1.79,0.299
1.8,0.92
1.81,1.441
1.82,-0.019
1.83,0.574
1.84,0.78
1.85,-0.196
1.86,0.22
1.87,0.24
1.88,0.358
1.89,0.42
1.9,0.798
1.91,0.175
1.92,0.981
1.93,1.579
1.94,0.428
1.96,0.783
1.97,1.366
1.98,-0.008
1.99,0.571
2.0,0.884
2.01,-0.394
2.02,0.081
2.03,0.644
2.04,-0.624
2.05,-0.314
2.06,0.762
2.07,-0.728
2.08,-0.318
2.09,1.203
2.1,-0.728
2.11,0.005
2.12,1.194
2.13,-0.629
