time,acceleration
0.0,-0.005
0.01,0.005
0.02,0.015
0.03,2.085
0.04,2.488
0.05,1.051
0.06,1.723
0.07,1.721
0.08,0.779
0.09,1.439
0.1,1.127
0.11,0.57
0.12,1.108
0.13,0.745
0.14,0.498
0.15,0.895
0.16,0.494
0.17,0.413
0.18,0.658
0.19,0.285
0.2,0.349
0.21,0.475
0.22,0.232
0.23,0.299
0.24,2.042
0.25,1.555
0.26,1.813
0.27,1.211
0.28,1.582
0.29,0.953
0.3,1.441
0.31,0.586
0.32,1.198
0.33,0.498
0.34,0.926
0.35,0.526
0.36,0.775
0.37,0.367
0.38,0.63
0.39,0.319
0.4,0.362
0.41,2.129
0.42,1.664
0.43,2.278
0.44,1.046
0.45,1.914
0.46,0.914
0.47,1.341
0.48,1.064
0.49,0.888
0.5,1.106
0.51,0.561
0.52,0.86
0.53,0.515
0.54,0.595
0.55,0.603
0.56,0.405
0.57,0.571
0.58,0.237
0.59,0.445
0.6,0.239
0.61,0.286
0.62,0.324
0.63,0.216
0.64,0.271
0.65,0.1
0.66,1.884
0.67,1.078
0.68,2.01
0.69,1.469
0.7,0.856
0.71,1.523
0.72,0.997
0.73,0.598
0.74,1.084
0.75,0.743
0.76,0.54
0.77,0.816
0.78,0.579
0.79,0.302
0.8,0.55
0.81,0.365
0.82,0.261
0.83,0.518
0.84,0.299
0.85,0.191
0.86,0.29
0.87,0.136
0.88,0.123
0.89,0.262
0.9,0.243
0.91,0.129
0.92,0.164
0.93,0.08
0.94,1.218
0.95,1.641
0.96,1.106
0.97,0.662
0.98,1.006
0.99,1.074
1.0,0.558
1.02,0.404
1.03,0.709
1.04,0.764
1.05,0.47
1.06,0.323
1.07,0.479
1.08,0.422
1.09,0.177
1.1,0.255
1.11,0.454
1.12,0.358
1.13,2.109
1.14,2.607
1.15,2.048
1.16,1.115
1.17,1.019
1.18,1.633
1.19,1.679
1.2,1.06
1.21,0.55
1.22,0.67
1.23,1.019
1.24,0.939
1.25,0.594
1.26,0.407
1.27,0.541
1.28,0.585
1.29,0.41
1.3,0.235
1.31,0.336
1.32,0.427
1.33,0.348
1.34,0.218
1.35,0.063
1.36,0.085
1.37,1.725
1.38,2.088
1.39,0.966
1.4,1.263
1.41,1.43
1.42,0.63
1.43,0.965
1.44,1.01
1.45,0.565
1.46,0.856
1.47,0.771
1.48,0.331
1.49,0.507
1.5,0.508
1.51,0.298
1.52,0.549
1.53,0.413
1.54,1.57
1.55,1.778
1.56,1.002
1.57,1.54
1.58,0.853
1.59,1.384
1.6,0.718
1.61,0.926
1.62,0.795
1.63,0.443
1.64,0.816
1.65,0.403
1.66,0.691
1.67,0.364
1.68,0.418
1.69,0.298
1.7,0.252
1.71,0.352
1.72,0.214
1.73,0.342
1.74,0.13
1.75,0.207
1.76,0.106
1.77,0.058
1.78,0.153
1.79,0.131
1.8,0.19
1.81,0.026
1.82,0.069
1.83,0.006
1.84,1.532
1.85,1.992
1.86,1.471
1.87,0.791
1.88,0.808
1.89,1.252
1.9,1.076
1.91,0.614
1.92,0.506
1.93,0.73
1.94,0.777
1.95,0.516
1.96,0.253
1.97,0.329
1.98,0.519
1.99,0.464
2.0,0.263
2.01,0.162
2.02,0.316
2.03,0.273
2.04,0.143
2.05,0.09
2.06,0.189
2.07,0.251
2.08,0.166
2.09,0.068
2.1,0.059
2.11,0.124
2.12,0.133
2.13,0.131
2.14,0.056
2.15,0.065
2.16,0.08
2.17,0.028
2.18,0.022
2.19,0.033
2.2,0.086
2.21,0.066
2.22,0.017
2.23,0.005
2.24,0.023
2.25,0.031
2.26,0.054
2.27,0.045
2.28,0.048
2.29,0.013
2.3,-0.01
2.31,0.001
2.32,0.004
2.33,0.032
2.34,0.014
2.35,-0.012
2.36,0.025
2.37,-0.009
2.38,0.001
2.39,0.024
2.4,-0.008
2.41,0.021
2.42,0.009
2.43,0.019
2.44,-0.021
2.45,-0.019
2.46,-0.013
2.47,-0.026
